School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Marsden State High School,Waterford West,272,208,--,267,53,61,--,2,99%,99%,208,207,42,181,176,25,1,--,7,5,64,60,11,51,49,1,--,--,--,1,,,,,,,61,57,58,13,53,36,11,--,--,6,2,211,151,209,40,179,189,15,1,--,1,4,2,13,19,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary MacKillop College,Nundah,88,82,2,28,4,48,--,1,97%,100%,82,25,3,1,14,21,--,--,--,3,4,3,1,--,3,1,--,--,--,--,,,,,,,48,48,2,--,1,2,--,--,--,--,--,38,34,26,4,--,15,22,--,--,--,3,11,17,18,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough Special School,Maryborough,6,--,6,1,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,6,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough State High School,Maryborough,102,90,2,102,17,42,--,0,100%,97%,90,90,16,88,85,15,--,--,--,1,10,10,1,8,9,--,--,--,--,--,2,2,--,2,2,--,42,42,42,4,41,39,1,--,--,--,--,58,48,58,13,55,55,14,--,--,--,1,3,7,19,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Marymount College,Burleigh Waters,196,184,--,117,39,136,--,2,97%,95%,184,111,38,61,54,32,--,--,4,3,12,6,1,4,3,--,--,--,--,3,,,,,,,136,129,76,20,49,35,11,--,--,4,2,60,55,41,19,16,22,21,--,--,--,4,20,39,50,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Flinders Anglican College,Buderim,140,138,--,53,7,137,--,0,99%,100%,138,52,7,35,22,4,--,--,2,--,2,1,--,1,1,--,--,--,--,--,,,,,,,137,135,51,6,35,22,4,--,--,2,--,3,3,2,1,1,1,--,--,--,--,--,38,52,35,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridan State College,Caloundra,133,131,--,133,35,59,--,0,100%,100%,131,131,35,116,129,36,4,--,6,1,2,2,--,2,2,--,--,--,--,--,,,,,,,59,58,59,9,53,58,7,2,--,5,1,74,73,74,26,65,73,29,2,--,1,--,12,16,22,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrimac State High School,Mermaid Waters,190,154,--,146,42,71,--,0,97%,98%,154,116,36,84,88,19,2,--,9,1,36,30,6,29,10,--,--,--,--,--,,,,,,,71,64,27,10,7,16,2,--,--,9,--,119,90,119,32,106,82,17,2,--,--,1,13,22,21,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan South Institute of TAFE,Alexandra Hills,68,43,--,47,7,6,--,10,85%,67%,43,32,4,11,21,15,1,--,--,2,25,15,3,6,10,2,--,--,--,1,,,,,,,6,6,2,--,--,1,--,1,--,--,--,62,37,45,7,17,30,17,--,--,--,3,0,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami State High School,Miami,145,123,--,137,47,45,--,2,99%,98%,123,117,38,84,66,37,2,--,5,2,22,20,9,14,11,2,--,--,--,--,,,,,,,45,44,40,5,30,13,6,--,--,5,--,100,79,97,42,68,64,33,2,--,--,2,7,9,20,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlemount Community School,Middlemount,12,10,--,11,6,2,--,1,92%,100%,10,10,6,10,8,--,--,--,--,--,2,1,--,1,--,--,--,--,--,--,,,,,,,2,2,2,1,2,1,--,--,--,--,--,10,8,9,5,9,7,--,--,--,--,--,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles State High School,Miles,17,16,--,10,2,11,--,0,100%,100%,16,9,2,8,2,1,--,--,--,--,1,1,--,1,--,--,--,--,--,--,,,,,,,11,11,4,1,3,1,1,--,--,--,--,6,5,6,1,6,1,--,--,--,--,--,1,5,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirani State High School,Mirani,97,91,--,97,13,39,--,0,100%,89%,91,91,12,86,36,12,--,--,--,2,6,6,1,5,1,--,--,--,--,--,,,,,,,39,39,39,1,38,10,5,--,--,--,1,58,52,58,12,53,27,7,--,--,--,1,5,11,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchelton Special School,Mitchelton,10,--,10,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchelton State High School,Mitchelton,70,54,--,68,14,21,--,0,100%,96%,54,52,11,40,42,19,1,--,1,1,16,16,3,13,12,--,--,--,--,--,,,,,,,21,19,19,1,10,10,7,--,--,1,--,49,35,49,13,43,44,12,1,--,--,1,1,5,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Monto State High School,Monto,25,19,1,17,5,12,--,1,88%,100%,19,14,4,4,12,2,--,--,--,--,5,3,1,--,2,1,--,--,--,--,,,,,,,12,11,6,--,1,5,--,--,--,--,--,12,8,11,5,3,9,3,--,--,--,--,1,7,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Moranbah State High School,Moranbah,71,65,--,69,25,26,--,0,100%,96%,65,63,25,60,58,9,--,--,2,--,6,6,--,4,5,--,--,--,--,--,,,,,,,26,25,24,6,23,23,2,--,--,2,--,45,40,45,19,41,40,7,--,--,--,--,6,7,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Morayfield State High School,Morayfield,172,129,1,137,16,49,--,5,95%,93%,129,102,14,74,82,23,--,--,4,1,42,34,2,28,16,2,--,--,--,--,1,1,--,1,--,--,49,44,19,5,2,16,2,--,--,4,--,122,85,117,11,100,82,23,--,--,--,1,4,17,18,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreton Bay Boys College,Manly West,19,17,--,5,3,9,--,1,95%,100%,17,4,2,1,2,3,--,--,--,--,2,1,1,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,10,8,5,3,1,2,3,--,--,--,--,2,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreton Bay College,Wynnum West,137,136,--,44,12,119,--,1,99%,97%,136,44,12,1,32,7,--,--,4,3,1,--,--,--,--,--,--,--,--,1,,,,,,,119,119,32,6,1,27,2,--,--,4,--,18,17,12,6,--,5,5,--,--,--,4,43,44,21,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mossman State High School,Mossman,87,69,2,75,21,50,--,2,93%,90%,69,63,15,18,58,4,--,--,--,--,16,12,6,5,7,--,--,--,--,--,,,,,,,50,47,43,3,11,39,1,--,--,--,--,35,22,32,18,12,26,3,--,--,--,--,3,19,17,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Alvernia College,Kedron,165,149,2,156,6,135,--,2,98%,99%,149,144,4,--,77,140,--,--,3,3,14,11,1,--,7,9,--,--,--,2,2,1,1,--,--,--,135,125,130,2,--,68,126,--,--,3,1,28,24,25,3,--,16,23,--,--,--,4,20,30,42,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Gravatt State High School,Mount Gravatt,151,125,--,150,9,112,--,1,99%,99%,125,125,7,125,52,5,1,--,1,3,26,25,2,25,13,2,--,--,--,--,,,,,,,112,98,112,2,112,44,4,--,--,1,2,39,27,38,7,38,21,3,1,--,--,1,16,33,21,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Morgan State High School,Mount Morgan,30,26,--,30,2,9,--,0,100%,100%,26,26,1,26,18,1,--,--,--,--,4,4,1,4,--,--,--,--,--,--,,,,,,,9,8,9,--,9,3,--,--,--,--,--,21,18,21,2,21,15,1,--,--,--,--,0,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St Bernard College,Herberton,13,13,--,13,1,4,--,0,100%,100%,13,13,1,13,11,2,--,--,--,--,,,,,,,,,,,,,,,,,4,4,4,--,4,3,1,--,--,--,--,9,9,9,1,9,8,1,--,--,--,--,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Creek State High School,Mountain Creek,336,282,--,159,56,225,15,17,92%,93%,282,140,50,16,107,41,2,--,27,2,54,19,6,5,14,4,--,--,2,--,,,,,,,225,212,85,25,6,62,21,2,--,25,1,95,64,73,31,14,59,24,--,--,1,1,27,64,68,59,7,15,6,1,--,1,--,--,--,--,3,--,1,--,--,--,--,--,--,--,--,--,--,5,3,6,1
Moura State High School,Moura,20,14,--,19,4,5,--,1,95%,100%,14,14,3,13,9,--,--,--,1,--,6,5,1,4,--,--,--,--,--,--,,,,,,,5,5,5,--,5,2,--,--,--,1,--,15,9,14,4,12,7,--,--,--,--,--,1,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Isa State Special School,Mount Isa,2,--,1,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Maria College,Mitchelton,131,103,2,68,18,62,--,12,88%,96%,103,56,17,32,35,15,1,--,1,4,26,12,1,10,5,2,--,--,--,--,,,,,,,62,59,20,4,8,11,2,--,--,1,1,67,44,48,14,34,29,15,1,--,--,3,15,18,20,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Maria College - Petrie,Petrie,36,28,1,34,15,--,--,2,94%,33%,28,28,12,28,9,12,--,--,--,3,7,5,3,5,1,--,--,--,--,--,1,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Ommaney Special School,Mount Ommaney,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt St Michael's College,Ashgrove,145,145,--,69,16,115,--,0,100%,99%,145,69,16,28,46,22,--,--,2,3,,,,,,,,,,,,,,,,,115,115,39,--,15,26,2,--,--,2,--,30,30,30,16,13,20,20,--,--,--,3,26,50,36,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudgeeraba Special School,Mudgeeraba,17,--,17,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mueller College,Rothwell,92,74,--,53,7,67,--,5,92%,98%,74,42,4,17,21,13,--,--,--,--,18,11,3,3,6,2,--,--,--,--,,,,,,,67,62,34,1,13,20,8,--,--,--,--,25,12,19,6,7,7,7,--,--,--,--,8,20,26,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Murgon State High School,Murgon,41,20,--,21,3,17,--,12,68%,92%,20,13,1,10,4,--,1,--,--,--,21,8,2,6,--,1,--,--,--,--,,,,,,,17,15,10,1,7,3,--,1,--,--,--,24,5,11,2,9,1,1,--,--,--,--,4,2,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Industry College,Fortitude Valley,32,28,--,27,6,27,--,1,91%,93%,28,26,6,5,1,23,--,--,--,--,4,1,--,1,--,1,--,--,--,--,,,,,,,27,25,23,5,5,1,21,--,--,--,--,5,3,4,1,1,--,3,--,--,--,--,4,5,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Nambour Christian College,Woombye,96,87,--,52,20,61,--,3,96%,95%,87,47,16,24,25,1,--,--,2,--,9,5,4,2,1,1,--,--,--,--,,,,,,,61,60,23,4,5,19,--,--,--,2,--,35,27,29,16,21,7,2,--,--,--,--,13,25,15,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nambour Special School,Nambour,7,--,7,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nambour State High School,Nambour,210,185,--,167,89,107,--,6,96%,92%,185,150,82,73,108,33,1,--,3,--,25,17,7,11,8,--,1,--,--,--,,,,,,,107,103,72,39,27,48,18,--,--,2,--,103,82,95,50,57,68,15,2,--,1,--,15,31,41,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanango State High School,Nanango,85,73,3,84,15,38,--,0,99%,100%,73,73,13,73,46,2,--,--,--,--,9,9,2,9,6,--,--,--,--,--,3,2,--,2,1,--,38,37,38,6,38,24,--,--,--,--,--,44,36,44,9,44,28,2,--,--,--,--,5,14,15,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Narangba Valley State High School,Narangba,258,256,--,247,31,100,--,0,100%,100%,256,245,31,242,126,35,1,2,--,3,2,2,--,2,--,--,--,--,--,--,,,,,,,100,99,94,3,93,20,2,--,--,--,--,158,157,153,28,151,106,33,1,2,--,3,16,32,43,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Narbethong State Special School,Buranda,2,--,2,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerang State High School,Nerang,146,109,3,113,28,74,--,2,93%,91%,109,86,21,76,26,10,--,--,19,1,34,27,7,21,5,1,--,--,1,--,,,,,,,74,67,47,8,43,14,6,--,--,19,--,69,42,66,20,54,17,5,--,--,1,1,6,14,20,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Noosa Christian College,Cooroy,7,7,--,1,--,7,--,0,100%,100%,7,1,--,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,7,7,1,--,--,1,--,--,--,--,--,,,,,,,,,,,,0,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Noosa District State High School,Cooroy,186,143,1,147,39,93,--,2,97%,99%,143,110,29,77,91,22,--,--,1,--,42,37,10,28,24,5,--,--,--,--,,,,,,,93,80,57,9,27,43,10,--,--,1,--,92,63,90,30,78,72,17,--,--,--,--,11,26,29,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Noosa Flexible Learning Centre,Sunshine Beach,24,9,--,14,4,--,--,9,63%,--,9,8,2,6,1,--,--,--,--,--,15,6,2,4,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Lakes State College,North Lakes,231,225,1,212,54,92,--,0,100%,98%,225,206,52,152,143,107,19,--,6,--,5,5,2,3,3,1,--,--,--,--,1,1,--,1,--,--,92,92,74,14,45,44,22,5,--,4,--,138,133,137,40,110,102,86,14,--,2,--,14,34,36,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
North Rockhampton State High School,Rockhampton North,118,99,2,115,17,36,--,1,99%,96%,99,97,15,85,85,6,--,--,--,--,17,16,2,14,10,--,--,--,--,--,2,2,--,2,--,--,36,34,35,1,32,26,1,--,--,--,--,80,65,78,16,67,69,5,--,--,--,--,5,8,15,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Beaches State High School,Deeragun,69,60,--,57,9,26,--,0,97%,100%,60,50,8,1,48,4,--,--,--,--,9,7,1,--,6,--,--,--,--,--,,,,,,,26,23,14,4,--,12,2,--,--,--,--,43,37,43,5,1,42,2,--,--,--,--,2,5,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Peninsula Area State College,Bamaga,11,3,--,11,--,--,--,0,100%,100%,3,3,--,3,3,3,--,--,--,--,8,8,--,8,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northpine Christian College,Dakabin,59,50,--,19,3,47,--,3,93%,88%,50,14,3,--,7,6,--,--,--,--,9,5,--,1,3,2,1,--,--,--,,,,,,,47,46,12,3,--,5,5,--,--,--,--,12,4,7,--,1,5,3,1,--,--,--,8,10,15,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Northside Christian College,Everton Park,117,108,--,27,3,91,--,4,96%,94%,108,23,1,8,1,19,--,--,1,1,9,4,2,4,--,1,--,--,--,--,,,,,,,91,90,9,--,2,--,7,--,--,1,--,26,18,18,3,10,1,13,--,--,--,1,20,37,22,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nursery Road State Special School,Holland Park,2,--,2,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyanda State High School,Salisbury,51,42,3,49,16,16,--,0,98%,100%,42,41,14,38,24,4,--,--,--,--,6,6,2,5,1,--,--,--,--,--,3,2,--,2,1,--,16,14,15,3,13,9,1,--,--,--,--,32,28,32,13,30,16,3,--,--,--,--,1,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakey State High School,Oakey,72,47,1,64,21,21,--,5,92%,100%,47,45,13,39,34,5,--,--,1,1,24,18,8,11,6,--,--,--,--,--,1,1,--,1,--,--,21,19,18,2,13,14,2,--,--,1,--,50,28,45,19,37,26,3,--,--,--,1,6,1,8,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ormeau Woods State High School,Ormeau,65,52,--,57,6,20,--,3,94%,89%,52,48,5,43,23,8,--,--,4,1,13,9,1,8,4,--,--,--,--,--,,,,,,,20,19,17,--,17,--,--,--,--,4,--,45,33,40,6,34,27,8,--,--,--,1,2,7,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ormiston College,Ormiston,137,134,--,4,--,131,--,2,98%,98%,134,4,--,--,3,1,--,--,5,--,,,,,,,,,,,,,,,,,131,130,4,--,--,3,1,--,--,5,--,,,,,,,,,,,,42,49,35,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady of the Southern Cross College,Dalby,57,51,--,16,14,38,--,4,91%,93%,51,15,13,--,1,4,--,--,--,--,6,1,1,--,1,--,--,--,--,--,,,,,,,38,36,7,6,--,1,3,--,--,--,--,19,15,9,8,--,1,1,--,--,--,--,6,13,13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady's College,Annerley,76,74,--,39,5,61,--,1,97%,95%,74,39,5,13,28,6,3,--,1,7,,,,,,,,,,,,,,,,,61,60,27,4,5,22,3,3,--,1,5,15,14,12,1,8,6,3,--,--,--,2,7,22,17,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Lutheran College,Birtinya,53,50,--,19,6,43,--,1,96%,100%,50,18,6,10,12,4,--,--,--,1,3,1,--,1,1,--,--,--,--,--,,,,,,,43,42,10,3,3,6,3,--,--,--,--,10,8,9,3,8,7,1,--,--,--,1,11,12,12,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Pines State High School,Pacific Pines,223,220,--,194,77,82,--,0,100%,91%,220,191,74,151,134,61,3,--,26,1,3,3,3,1,1,--,--,--,--,--,,,,,,,82,81,53,15,38,23,14,--,--,24,--,141,139,141,62,114,112,47,3,--,2,1,15,17,28,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Padua College,Kedron,157,153,--,55,7,116,--,2,98%,96%,153,54,6,3,29,29,1,--,--,--,4,1,1,--,--,--,--,--,--,--,,,,,,,116,115,24,1,2,5,17,1,--,--,--,41,38,31,6,1,24,12,--,--,--,--,23,25,41,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach-Currumbin State High School,Palm Beach,312,292,--,248,108,169,--,3,98%,96%,292,233,99,83,194,88,2,--,33,1,20,15,9,12,10,2,--,--,--,--,,,,,,,169,167,113,42,16,93,33,--,--,29,--,143,125,135,66,79,111,57,2,--,4,1,23,54,61,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Ridge State High School,Park Ridge,152,137,--,145,18,34,--,5,97%,95%,137,135,17,86,130,10,--,--,--,4,15,10,1,5,8,1,--,--,--,--,,,,,,,34,34,34,1,21,34,1,--,--,--,--,118,103,111,17,70,104,10,--,--,--,4,5,7,11,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Parklands Christian College,Park Ridge,26,22,--,12,6,19,--,1,88%,86%,22,11,6,1,3,7,--,--,--,--,4,1,--,1,--,--,--,--,--,--,,,,,,,19,16,8,4,2,2,4,--,--,--,--,7,6,4,2,--,1,3,--,--,--,--,0,3,5,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Peace Lutheran College,Kamerunga,46,34,1,13,5,35,--,3,78%,96%,34,11,3,2,5,2,--,--,--,--,11,2,2,--,--,--,--,--,--,--,,,,,,,35,29,6,1,1,4,1,--,--,--,--,10,5,7,4,1,1,1,--,--,--,--,6,10,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Peregian Beach College,Peregian Beach,5,4,--,--,--,5,--,0,80%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimlico State High School,Pimlico, Townsville,259,226,--,147,32,182,--,1,97%,95%,226,123,27,7,114,10,--,--,--,6,33,24,5,6,19,--,--,--,--,--,,,,,,,182,165,72,18,7,62,7,--,--,--,1,77,61,75,14,6,71,3,--,--,--,5,34,49,54,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Rivers Special School,Lawnton,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Rivers State High School,Strathpine,241,190,--,189,22,138,--,1,96%,95%,190,147,18,123,107,13,1,--,3,3,51,42,4,39,22,1,--,--,1,1,,,,,,,138,116,88,10,61,54,11,1,--,3,3,103,74,101,12,101,75,3,--,--,1,1,22,30,49,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer State High School,Andergrove Mackay,92,80,--,52,9,53,--,1,96%,96%,80,44,9,28,27,4,--,--,1,--,12,8,--,5,5,--,--,--,--,--,,,,,,,53,49,16,1,6,11,1,--,--,1,--,39,31,36,8,27,21,3,--,--,--,--,9,17,16,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsworth State High School,Pittsworth,92,87,--,84,29,39,--,2,97%,97%,87,82,28,81,24,15,--,--,--,10,5,2,1,2,1,--,--,--,--,--,,,,,,,39,37,34,4,34,14,2,--,--,--,2,53,50,50,25,49,11,13,--,--,--,8,4,10,17,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince of Peace Lutheran College,Everton Hills,15,13,--,3,--,14,--,0,87%,100%,13,3,--,--,--,3,--,--,--,1,,,,,,,,,,,,,,,,,14,12,2,--,--,--,2,--,--,--,1,1,1,1,--,--,--,1,--,--,--,--,1,1,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Proserpine State High School,Proserpine,106,82,1,74,14,59,--,3,94%,100%,82,56,12,39,33,13,--,--,--,1,23,18,2,15,8,--,--,--,--,--,,,,,,,59,55,33,2,22,19,1,--,--,--,--,46,27,41,12,32,22,12,--,--,--,1,13,16,17,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Qld Academy for Science Mathematics and Technology,Toowong,138,134,--,70,--,--,107,3,98%,100%,134,70,--,--,--,70,12,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,106,53,--,--,--,53,10,--,--,--,1,1,1,--,--,--,1,--,--,--,--,14,42,38,13
Queensland Academy for Creative Industries,Kelvin Grove,86,78,--,3,--,--,69,5,94%,99%,78,3,--,1,--,2,--,--,13,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,66,3,--,1,--,2,--,--,11,--,1,--,--,--,--,--,--,--,--,--,--,10,17,27,15
Queensland Academy for Health Sciences,Southport,95,82,--,6,1,--,72,13,86%,99%,82,6,1,--,3,3,--,--,16,--,13,--,--,--,--,--,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,2,1,--,1,1,--,--,15,--,5,3,1,--,--,--,1,--,--,--,--,11,26,19,16
Ravenshoe State School,Ravenshoe,33,24,2,29,--,2,--,2,88%,100%,24,24,--,19,20,5,--,--,--,--,7,5,--,5,--,--,--,--,--,--,,,,,,,2,1,2,--,2,--,--,--,--,--,--,29,23,27,--,22,20,5,--,--,--,--,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hill Special School,Red Hill,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redbank Plains State High School,Redbank Plains,187,158,--,165,24,55,--,0,99%,95%,158,137,22,100,77,18,7,--,2,--,29,28,2,22,12,--,--,--,--,--,,,,,,,55,52,37,1,22,14,5,7,--,2,--,132,106,128,23,100,75,13,--,--,--,--,1,10,12,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Redcliffe Special School,Redcliffe,5,--,5,2,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,5,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redcliffe State High School,Redcliffe,171,151,--,164,20,61,--,0,100%,97%,151,144,17,123,90,71,4,--,18,1,20,20,3,18,11,8,1,--,2,1,,,,,,,61,60,54,1,45,27,14,--,--,15,--,110,91,110,19,96,74,65,5,--,5,2,8,20,17,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Redeemer Lutheran College,Rochedale,133,123,--,79,5,118,--,0,95%,97%,123,75,5,29,65,20,--,--,6,2,10,4,--,1,3,--,--,--,--,--,,,,,,,118,108,64,1,18,54,11,--,--,6,--,15,15,15,4,12,14,9,--,--,--,2,28,27,36,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,
