School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Calvary Christian College,Mount Louisa,37,27,2,8,3,25,--,3,73%,100%,27,8,3,1,4,2,--,--,--,1,,,,,,,,,,,,,,,,,25,20,4,2,1,2,1,--,--,--,--,10,7,4,1,--,2,1,--,--,--,1,1,9,8,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,138,130,--,57,2,135,--,0,94%,99%,130,57,2,38,35,2,2,--,3,1,,,,,,,,,,,,,,,,,135,127,54,2,37,33,2,1,--,3,--,3,3,3,--,1,2,--,1,--,--,1,37,42,42,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,165,160,--,46,24,127,--,1,99%,99%,160,43,21,16,26,15,--,--,13,5,5,3,3,--,1,1,--,--,--,--,,,,,,,127,126,14,5,3,10,2,--,--,13,2,38,34,32,19,13,17,14,--,--,--,3,32,37,38,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,92,82,4,86,14,26,--,3,97%,92%,82,79,14,57,74,6,--,--,4,1,6,3,--,3,1,--,--,--,--,--,4,4,--,4,--,--,26,26,26,1,15,26,1,--,--,4,--,62,56,56,13,45,49,5,--,--,--,1,4,12,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,16,16,--,16,4,5,--,0,100%,80%,16,16,4,14,16,--,--,--,--,--,,,,,,,,,,,,,,,,,5,5,5,1,5,5,--,--,--,--,--,11,11,11,3,9,11,--,--,--,--,--,0,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,14,8,--,12,2,--,--,2,86%,--,8,8,2,7,8,4,--,--,--,--,6,4,--,2,4,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,18,7,--,14,2,--,--,4,78%,100%,7,7,1,6,7,2,--,--,--,2,11,7,1,6,1,1,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,145,144,--,81,11,91,--,0,99%,97%,144,81,11,17,45,49,--,--,--,4,,,,,,,,,,,,,,,,,91,90,32,1,1,25,9,--,--,--,--,54,54,49,10,16,20,40,--,--,--,4,15,33,31,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,222,214,1,139,33,127,--,3,98%,99%,214,136,31,46,116,14,2,--,29,6,7,3,2,2,1,--,--,--,--,1,,,,,,,127,126,56,9,8,48,4,2,--,29,--,94,88,83,24,40,69,10,--,--,--,7,24,43,48,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,180,155,2,122,34,93,--,5,96%,94%,155,105,29,59,97,18,--,--,4,4,23,16,5,7,13,1,--,--,--,--,2,1,--,1,--,--,93,86,43,10,13,36,4,--,--,4,--,85,69,78,24,53,74,15,--,--,--,4,27,34,26,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,208,192,--,198,25,135,--,1,99%,96%,192,184,21,181,55,50,3,--,7,1,16,14,4,12,2,--,--,--,--,--,,,,,,,135,133,127,6,126,25,22,--,--,7,--,73,59,71,19,67,32,28,3,--,--,1,24,34,29,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland Christian College,Berserker,4,2,--,3,2,1,--,0,100%,100%,2,1,--,--,--,1,--,--,--,--,2,2,2,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,3,1,3,2,--,--,2,--,--,--,--,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,189,176,2,188,50,101,--,1,99%,97%,176,176,46,152,100,76,6,1,13,2,11,10,4,6,5,2,--,--,--,--,2,2,--,2,2,--,101,100,101,19,95,42,24,2,--,13,--,86,76,85,31,63,63,54,4,1,--,2,12,30,37,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,67,61,--,66,4,57,--,1,99%,98%,61,61,2,60,40,37,--,--,1,--,6,5,2,5,2,1,--,--,--,--,,,,,,,57,55,57,2,57,35,34,--,--,1,--,10,6,9,2,8,7,4,--,--,--,--,11,12,18,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,26,19,--,26,7,14,--,0,100%,100%,19,19,5,19,9,4,--,--,--,--,7,7,2,7,1,1,--,--,--,--,,,,,,,14,12,14,4,14,3,1,--,--,--,--,12,7,12,3,12,7,4,--,--,--,--,0,2,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,17,5,--,11,4,1,--,5,65%,100%,5,5,2,2,3,3,--,--,--,--,12,6,2,5,2,1,--,--,--,--,,,,,,,,,,,,,,,,,,16,5,11,4,7,5,4,--,--,--,--,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,50,28,2,37,6,9,--,7,82%,71%,28,24,4,21,11,2,--,--,--,--,20,13,2,8,5,--,--,--,--,--,,,,,,,9,9,6,--,5,5,--,--,--,--,--,39,19,31,6,24,11,2,--,--,--,--,1,4,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,65,53,--,61,11,41,--,1,97%,96%,53,51,11,44,7,3,--,--,--,3,12,10,--,9,1,--,--,--,--,--,,,,,,,41,36,39,6,36,4,--,--,--,--,3,24,17,22,5,17,4,3,--,--,--,--,7,5,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,119,114,--,95,21,68,--,2,97%,93%,114,93,21,53,72,41,--,--,1,3,5,2,--,1,--,1,--,--,--,--,,,,,,,68,67,47,6,27,33,11,--,--,1,3,51,47,48,15,27,39,31,--,--,--,--,6,14,25,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College  Toowoomba,Toowoomba,66,53,--,22,13,56,--,4,89%,90%,53,16,7,7,5,9,--,--,1,1,13,6,6,1,1,--,--,--,--,1,,,,,,,56,50,17,8,7,5,8,--,--,1,1,10,3,5,5,1,1,1,--,--,--,1,8,23,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,125,116,--,67,30,107,--,0,98%,96%,116,60,25,12,40,16,2,--,6,2,9,7,5,--,6,2,1,1,1,1,,,,,,,107,104,49,18,9,31,9,3,--,5,2,18,12,18,12,3,15,9,--,1,2,1,35,29,30,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,207,192,--,55,23,146,--,6,94%,91%,192,52,21,17,24,23,1,--,5,16,15,3,2,1,1,--,--,--,--,--,,,,,,,146,140,9,5,--,4,1,--,--,5,--,61,52,46,18,18,21,22,1,--,--,16,30,31,55,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,10,--,10,10,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,10,10,--,10,10,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,72,71,--,35,5,63,--,0,100%,96%,71,34,4,1,28,9,--,--,3,--,1,1,1,--,1,--,--,--,--,--,,,,,,,63,63,27,1,1,23,3,--,--,2,--,9,8,8,4,--,6,6,--,--,1,--,20,20,16,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,21,15,--,17,3,7,--,2,90%,100%,15,13,2,7,11,1,--,--,--,2,6,4,1,1,4,--,--,--,--,--,,,,,,,7,7,6,1,2,4,1,--,--,--,1,14,8,11,2,6,11,--,--,--,--,1,0,3,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,192,178,2,145,36,134,--,1,99%,94%,178,132,33,98,106,23,--,--,1,1,12,11,3,4,10,1,--,--,--,--,2,2,--,1,1,--,134,131,88,19,63,65,11,--,--,1,1,56,47,55,17,39,51,13,--,--,--,--,13,49,34,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Education and Training Centre,Belgian Gardens,7,--,--,2,--,--,--,5,29%,--,,,,,,,,,,,7,2,--,2,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,18,--,18,1,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,18,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,39,36,1,39,11,16,--,0,100%,92%,36,36,11,36,25,10,--,--,--,1,2,2,--,2,--,--,--,--,--,--,1,1,--,1,--,--,16,16,16,1,16,13,1,--,--,--,--,22,20,22,10,22,12,9,--,--,--,1,0,4,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,16,14,--,16,5,2,--,0,100%,100%,14,14,4,10,8,2,--,--,--,--,2,2,1,1,--,--,--,--,--,--,,,,,,,2,2,2,1,--,2,--,--,--,--,--,14,12,14,4,11,6,2,--,--,--,--,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf Beach,138,132,2,124,52,41,--,1,99%,98%,132,119,51,109,41,34,--,--,10,1,4,3,--,2,1,--,--,--,--,--,2,2,1,2,1,--,41,41,38,9,36,11,7,--,--,6,1,95,91,84,42,75,31,27,--,--,4,--,5,14,16,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,20,16,1,13,11,6,--,2,85%,100%,16,12,10,1,5,4,--,--,--,--,3,1,1,--,--,--,--,--,--,--,,,,,,,6,6,4,4,--,1,2,--,--,--,--,13,10,9,7,1,4,2,--,--,--,--,0,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College,Charters Towers,53,50,--,27,8,24,--,1,98%,100%,50,25,7,2,22,1,--,--,--,--,3,2,1,--,1,--,--,--,--,--,,,,,,,24,24,7,1,1,6,--,--,--,--,--,29,26,20,7,1,17,1,--,--,--,--,4,8,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,81,76,1,42,16,68,--,0,98%,96%,76,39,15,18,26,12,1,1,3,1,4,2,1,1,2,--,--,--,--,--,1,1,--,1,1,--,68,66,30,8,13,20,7,--,--,3,--,12,10,11,8,6,8,5,1,1,--,1,14,21,21,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,12,1,1,5,1,5,--,3,42%,100%,1,1,1,--,1,1,--,--,--,--,10,4,--,1,3,--,--,--,--,--,,,,,,,5,0,2,--,1,1,--,--,--,--,--,6,1,3,1,--,3,1,--,--,--,--,0,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,27,25,--,21,9,13,--,0,96%,89%,25,20,9,--,16,7,--,--,--,--,2,1,--,--,--,1,--,--,--,--,,,,,,,13,12,7,5,--,5,2,--,--,--,--,14,13,14,4,--,11,6,--,--,--,--,3,6,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,2,2,--,1,1,2,--,0,100%,100%,2,1,1,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,2,2,1,1,--,1,--,--,--,--,--,,,,,,,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum,113,97,--,85,23,67,--,0,96%,96%,97,74,20,46,40,16,2,--,2,1,16,11,3,9,3,1,1,--,--,--,,,,,,,67,60,40,10,25,16,8,2,--,2,1,46,37,45,13,30,27,9,1,--,--,--,7,13,32,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,213,173,4,180,54,77,--,4,97%,93%,173,147,42,123,122,57,2,--,13,1,36,29,11,27,16,5,--,--,2,--,4,4,1,4,4,--,77,72,48,9,30,30,7,--,--,14,--,132,101,128,44,120,108,55,2,--,1,1,8,13,30,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,95,87,--,17,4,81,--,1,96%,98%,87,13,2,7,9,4,--,--,6,1,8,4,2,2,--,--,--,--,--,--,,,,,,,81,78,9,2,5,7,2,--,--,6,1,14,9,8,2,4,2,2,--,--,--,--,14,37,21,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,44,44,--,40,11,24,--,0,100%,90%,44,40,11,35,20,2,2,--,2,1,,,,,,,,,,,,,,,,,24,24,20,4,17,6,1,1,--,2,1,20,20,20,7,18,14,1,1,--,--,--,1,8,8,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,270,269,--,270,32,123,--,0,100%,97%,269,269,32,230,269,51,6,--,2,20,1,1,--,1,1,--,--,--,--,--,,,,,,,123,123,123,4,92,123,13,--,--,2,13,147,146,147,28,139,147,38,6,--,--,7,22,39,33,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,West Chermside,116,97,--,72,13,70,--,2,94%,96%,97,60,9,26,37,23,7,--,2,3,19,12,4,7,7,2,--,--,--,--,,,,,,,70,63,30,1,15,15,9,1,--,2,1,46,34,42,12,18,29,16,6,--,--,2,18,18,20,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,5,3,--,5,2,2,--,0,100%,100%,3,3,2,3,2,1,--,--,--,--,2,2,--,2,1,--,--,--,--,--,,,,,,,2,1,2,--,2,2,--,--,--,--,--,3,2,3,2,3,1,1,--,--,--,--,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,10,--,9,1,--,--,--,1,10%,--,,,,,,,,,,,,,,,,,,,,,9,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,11,--,11,2,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,11,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,170,135,--,136,13,81,--,3,97%,88%,135,106,13,86,52,24,2,--,--,--,35,30,--,29,6,--,--,--,--,--,,,,,,,81,77,50,2,31,22,10,2,--,--,--,89,58,86,11,84,36,14,--,--,--,--,6,17,25,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,7,5,--,1,--,5,--,1,71%,100%,5,1,--,--,1,--,--,--,--,1,,,,,,,,,,,,,,,,,5,4,1,--,--,1,--,--,--,--,--,2,1,--,--,--,--,--,--,--,--,1,0,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,142,104,2,107,32,55,--,6,92%,97%,104,80,25,59,43,3,--,--,4,9,36,26,7,14,12,--,--,--,--,3,2,1,--,1,--,--,55,50,30,4,24,14,1,--,--,4,--,85,54,76,28,49,41,2,--,--,--,12,8,11,19,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,9,5,1,5,--,4,--,0,89%,100%,5,2,--,--,2,--,--,--,--,--,3,2,--,--,2,--,--,--,--,--,1,1,--,--,1,--,,,,,,,,,,,,4,2,4,--,--,4,--,--,--,--,--,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,14,--,14,4,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,14,4,--,4,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,3,--,--,2,--,--,--,1,67%,--,,,,,,,,,,,3,2,--,2,--,--,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,106,87,--,100,10,22,--,5,95%,100%,87,86,10,75,75,27,1,--,3,1,19,14,--,10,13,--,--,--,--,--,,,,,,,22,21,21,1,17,14,1,--,--,2,1,84,66,79,9,68,74,26,1,--,1,--,0,4,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,44,13,--,39,3,--,--,5,89%,--,13,13,1,8,13,--,--,--,--,--,31,26,2,19,13,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands Sacred Heart College,Toowoomba,146,136,--,98,22,114,--,2,97%,93%,136,92,20,53,62,5,--,--,1,1,10,6,2,3,1,1,--,--,--,--,,,,,,,114,109,69,8,33,49,2,--,--,1,1,32,27,29,14,23,14,4,--,--,--,--,26,31,33,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,31,30,1,31,3,5,--,0,100%,67%,30,30,3,28,30,1,--,--,--,--,,,,,,,,,,,1,1,--,1,--,--,5,5,5,--,4,5,--,--,--,--,--,25,25,25,3,24,25,1,--,--,--,--,0,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning College,Eagleby,83,3,--,36,7,--,--,47,43%,100%,3,3,1,2,2,1,--,--,--,1,80,33,6,24,8,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,41,34,--,41,7,19,--,0,100%,94%,34,34,6,26,10,8,--,--,1,--,7,7,1,4,4,--,--,--,--,--,,,,,,,19,19,19,--,14,--,5,--,--,1,--,22,15,22,7,16,14,3,--,--,--,--,1,5,10,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,3,3,--,1,--,--,--,0,100%,--,3,1,--,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,162,139,--,123,37,82,--,5,95%,96%,139,108,36,36,81,45,5,--,16,2,23,15,1,7,12,1,--,--,--,--,,,,,,,82,78,49,14,10,37,12,3,--,16,1,80,61,74,23,33,56,34,2,--,--,1,6,26,26,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Christian College,Emerald,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,98,84,2,94,35,39,--,2,97%,92%,84,83,31,77,71,3,--,--,--,--,12,9,4,8,4,--,--,--,--,--,2,2,--,2,1,--,39,38,37,13,35,28,2,--,--,--,--,57,46,55,22,50,47,1,--,--,--,--,5,10,13,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,137,134,--,28,19,112,--,3,98%,96%,134,28,19,2,10,16,--,6,--,8,,,,,,,,,,,,,,,,,112,112,13,5,1,7,4,--,2,--,2,25,22,15,14,1,3,12,--,4,--,6,30,46,32,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,40,38,--,32,7,26,--,0,100%,100%,38,30,7,19,19,9,--,--,1,1,2,2,--,--,2,--,--,--,--,1,,,,,,,26,26,20,3,16,12,1,--,--,1,--,14,12,12,4,3,9,8,--,--,--,2,2,2,13,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,North Rockhampton,215,171,1,85,19,142,--,16,87%,96%,171,70,14,7,58,2,--,--,--,--,43,14,5,2,8,--,--,--,--,--,1,1,--,--,1,--,142,127,48,4,3,43,1,--,--,--,--,72,44,36,15,6,23,1,--,--,--,--,18,44,44,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,49,37,1,45,10,12,--,0,98%,83%,37,34,8,17,29,12,--,--,--,--,11,11,2,8,5,--,--,--,--,--,,,,,,,12,10,11,3,4,8,2,--,--,--,--,36,27,34,7,21,26,10,--,--,--,--,0,7,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,106,105,--,76,24,86,--,0,100%,98%,105,75,24,27,65,27,--,--,1,2,1,1,--,--,1,--,--,--,--,--,,,,,,,86,85,56,10,17,52,11,--,--,1,--,20,20,20,14,10,14,16,--,--,--,2,24,37,21,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,50,40,1,20,5,35,--,2,90%,93%,40,15,4,7,8,2,--,--,3,3,9,5,1,4,1,--,--,--,--,--,,,,,,,35,33,9,3,1,5,1,--,--,3,2,14,7,11,2,10,4,1,--,--,--,1,5,12,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,82,76,--,33,8,66,--,0,98%,96%,76,29,7,8,9,15,--,--,1,6,6,4,1,1,2,3,--,--,--,--,,,,,,,66,64,20,6,3,4,12,--,--,1,6,16,12,13,2,6,7,6,--,--,--,--,7,13,29,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,261,236,--,188,62,179,--,9,95%,94%,236,177,57,142,47,59,12,--,2,1,25,11,5,5,5,2,1,--,--,--,,,,,,,179,172,119,32,101,17,37,12,--,2,1,82,64,69,30,46,35,24,1,--,--,--,41,53,45,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,117,81,--,102,24,50,--,5,92%,100%,81,75,16,72,55,9,--,--,3,2,36,27,8,23,18,3,--,--,--,1,,,,,,,50,44,41,7,38,24,3,--,--,3,--,67,37,61,17,57,49,9,--,--,--,3,6,15,17,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,227,206,--,194,52,107,--,5,97%,89%,206,180,47,66,151,35,3,--,2,2,21,14,5,1,11,3,--,--,--,--,,,,,,,107,100,84,19,38,63,21,2,--,2,1,120,106,110,33,29,99,17,1,--,--,1,9,25,34,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,53,47,--,23,8,45,--,2,94%,95%,47,20,6,2,16,5,--,--,2,2,6,3,2,2,--,--,--,--,--,--,,,,,,,45,44,18,5,2,15,4,--,--,2,2,8,3,5,3,2,1,1,--,--,--,--,11,16,14,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,22,19,--,19,2,18,--,0,100%,100%,19,16,2,16,5,1,--,--,--,--,3,3,--,2,1,--,--,--,--,--,,,,,,,18,18,15,1,15,4,--,--,--,--,--,4,1,4,1,3,2,1,--,--,--,--,5,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,78,74,--,28,11,61,--,1,97%,95%,74,26,11,--,11,17,2,--,2,1,4,2,--,--,1,1,--,--,--,--,,,,,,,61,59,17,8,--,9,9,2,--,2,1,17,15,11,3,--,3,9,--,--,--,--,13,16,18,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,73,68,--,63,26,42,--,1,99%,100%,68,59,25,43,29,18,--,--,--,--,5,4,1,3,--,--,--,--,--,--,,,,,,,42,41,33,11,20,17,8,--,--,--,--,31,27,30,15,26,12,10,--,--,--,--,9,14,9,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,73,51,1,65,9,29,--,2,96%,100%,51,46,6,46,29,9,--,--,--,--,21,19,3,10,10,--,--,--,--,--,,,,,,,29,29,24,--,24,13,2,--,--,--,--,43,22,41,9,32,26,7,--,--,--,--,9,8,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,184,167,4,121,32,83,--,1,98%,94%,167,108,32,52,86,7,--,--,2,--,13,12,--,6,9,--,--,--,--,--,4,1,--,1,--,--,83,83,27,2,13,15,2,--,--,2,--,97,84,93,30,45,80,5,--,--,--,--,15,25,19,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasshouse Country Christian College,Beerwah,28,25,--,25,11,19,--,0,96%,100%,25,23,10,21,7,11,1,--,1,--,3,2,1,1,2,--,--,--,--,--,,,,,,,19,18,16,6,16,1,6,--,--,1,--,9,7,9,5,6,8,5,1,--,--,--,2,7,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,67,64,--,61,7,10,--,0,100%,93%,64,58,7,44,37,5,--,--,--,2,3,3,--,2,2,--,--,--,--,--,,,,,,,10,9,8,--,--,8,1,--,--,--,--,57,55,53,7,46,31,4,--,--,--,2,0,3,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,14,14,--,14,3,5,--,0,100%,80%,14,14,3,14,11,3,--,--,--,--,,,,,,,,,,,,,,,,,5,5,5,3,5,5,3,--,--,--,--,9,9,9,--,9,6,--,--,--,--,--,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendyne Education and Training Centre,Nikenbah,22,--,--,15,1,--,--,7,68%,--,,,,,,,,,,,22,15,1,12,9,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
