School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Glasshouse Christian College,Beerwah,60,57,1,32,7,37,--,1,95%,100%,57,32,7,2,7,10,--,16,2,16,,,,,,,,,,,,,,,,,37,36,17,4,1,4,2,--,12,2,12,22,21,15,3,1,3,8,--,4,--,4,5,7,11,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,106,106,--,95,18,16,--,0,100%,92%,106,95,18,63,84,11,--,--,--,1,,,,,,,,,,,,,,,,,16,16,8,2,6,3,--,--,--,--,--,90,90,87,16,57,81,11,--,--,--,1,2,5,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,7,7,--,7,5,4,--,0,100%,100%,7,7,5,7,3,1,--,--,1,--,,,,,,,,,,,,,,,,,4,4,4,2,4,--,1,--,--,1,--,3,3,3,3,3,3,--,--,--,--,--,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,78,67,9,65,18,18,--,1,96%,100%,67,57,12,35,41,16,--,--,1,--,2,1,--,--,1,--,--,--,--,--,9,7,6,--,6,--,18,18,12,1,10,4,2,--,--,1,--,51,49,46,11,25,38,14,--,--,--,--,1,4,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Coast Christian College,Reedy Creek,19,16,--,7,--,12,--,2,84%,100%,16,7,--,--,2,5,--,--,--,--,,,,,,,,,,,,,,,,,12,11,2,--,--,1,1,--,--,--,--,7,5,5,--,--,1,4,--,--,--,--,2,2,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,106,101,--,83,11,61,--,0,100%,100%,101,78,9,54,47,40,5,1,--,1,5,5,2,1,5,1,--,--,--,--,,,,,,,61,61,39,3,25,14,15,4,1,--,1,45,40,44,8,30,38,26,1,--,--,--,8,26,22,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,64,63,--,59,9,19,--,0,100%,90%,63,58,9,40,39,17,--,--,--,1,1,1,--,1,--,--,--,--,--,--,,,,,,,19,19,16,2,15,5,1,--,--,--,1,45,44,43,7,26,34,16,--,--,--,--,2,10,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Christian School,Albany Creek,3,2,--,--,--,2,--,1,67%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,69,67,--,25,9,59,--,1,97%,98%,67,25,9,1,12,15,--,--,5,--,,,,,,,,,,,,,,,,,59,58,16,4,--,10,7,--,--,5,--,10,9,9,5,1,2,8,--,--,--,--,12,25,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,13,--,13,9,3,--,--,0,69%,--,,,,,,,,,,,,,,,,,,,,,13,9,3,9,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,77,74,3,65,17,27,--,0,96%,96%,74,65,17,--,64,4,--,--,2,--,,,,,,,,,,,,,,,,,27,27,22,2,--,22,2,--,--,2,--,47,47,43,15,--,42,2,--,--,--,--,4,9,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,103,98,4,54,16,30,--,1,98%,100%,98,51,14,1,46,3,--,--,--,--,,,,,,,,,,,4,3,2,3,1,--,30,30,9,4,--,8,--,--,--,--,--,69,68,42,10,1,38,3,--,--,--,--,3,4,12,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,239,235,--,128,40,165,--,2,99%,98%,235,126,39,56,86,58,3,2,4,3,4,2,1,--,1,1,--,--,--,--,,,,,,,165,165,61,14,21,29,25,3,1,4,2,74,70,67,26,35,58,34,--,1,--,1,32,63,50,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,93,85,6,53,6,58,--,1,96%,91%,85,49,3,8,40,6,--,1,1,1,2,1,1,--,1,--,--,--,--,--,6,3,2,--,3,--,58,58,25,1,2,23,2,--,--,1,--,29,27,25,3,6,18,4,--,1,--,1,6,9,16,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Flexible Learning Centre,Gympie,21,1,--,10,1,--,--,11,48%,--,1,1,--,1,1,--,--,--,--,--,20,9,1,6,4,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,182,172,4,132,27,70,--,1,98%,98%,172,126,23,83,98,34,7,--,2,--,6,3,1,1,3,--,--,--,--,--,4,3,3,--,3,--,70,68,29,5,7,16,10,4,--,2,--,108,104,100,19,77,85,24,3,--,--,--,8,15,30,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,214,207,6,122,47,80,--,1,99%,87%,207,118,44,65,71,44,--,--,7,1,,,,,,,,,,,6,4,3,3,1,--,80,80,22,12,8,6,10,--,--,7,--,128,127,96,32,57,65,34,--,--,--,1,10,25,19,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Heatley,87,82,5,74,6,14,--,0,99%,100%,82,70,2,43,50,4,--,--,--,4,,,,,,,,,,,5,4,4,--,3,--,14,14,11,--,5,8,2,--,--,--,--,68,68,59,2,38,42,2,--,--,--,4,1,1,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,61,49,--,24,4,40,--,5,85%,96%,49,21,3,2,5,14,--,--,3,--,12,3,1,--,--,2,--,--,--,--,,,,,,,40,35,9,2,1,2,5,--,--,3,--,21,14,15,2,1,3,11,--,--,--,--,9,12,5,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Helensvale State High School,Helensvale,375,367,8,305,105,83,--,0,98%,98%,367,303,104,75,248,157,21,62,38,66,,,,,,,,,,,8,2,1,1,1,--,83,83,20,--,1,18,1,--,--,36,--,284,284,283,104,74,230,156,21,62,2,66,19,26,29,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemmant Flexible Learning Centre,Hemmant,15,--,--,12,--,--,--,3,80%,--,,,,,,,,,,,15,12,--,3,9,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,8,--,5,5,4,--,--,2,63%,--,,,,,,,,,,,3,1,--,1,--,--,--,--,--,--,5,4,4,3,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,128,118,4,126,17,40,--,0,100%,93%,118,116,12,101,66,14,--,--,2,--,6,6,1,4,4,--,--,--,--,--,4,4,4,1,1,--,40,40,38,2,37,8,2,--,--,2,--,84,78,84,11,68,62,12,--,--,--,--,6,18,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,114,113,--,2,--,112,--,1,99%,98%,113,2,--,--,1,1,--,--,--,--,,,,,,,,,,,,,,,,,112,112,1,--,--,1,--,--,--,--,--,2,1,1,--,--,--,1,--,--,--,--,35,38,19,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,100,87,--,34,8,68,--,5,92%,98%,87,29,8,1,12,8,--,12,26,13,13,5,--,--,4,--,--,1,1,3,,,,,,,68,65,13,5,1,4,4,--,4,24,4,32,22,21,3,--,12,4,--,9,3,12,17,30,16,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,32,31,--,20,4,21,--,0,100%,95%,31,19,4,2,8,3,--,9,--,10,1,1,--,--,--,--,--,1,--,1,,,,,,,21,21,9,1,--,4,--,--,4,--,4,11,10,11,3,2,4,3,--,6,--,7,2,9,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,72,71,--,23,7,45,--,0,100%,95%,71,22,7,5,16,4,1,--,1,--,1,1,--,--,1,--,--,--,--,--,,,,,,,45,45,6,1,2,5,--,1,--,1,--,27,26,17,6,3,12,4,--,--,--,--,7,13,17,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,134,124,--,54,7,89,--,2,94%,99%,124,52,7,12,28,47,--,--,--,--,10,2,--,1,--,2,--,--,--,--,,,,,,,89,83,11,--,1,4,6,--,--,--,--,45,41,43,7,12,24,43,--,--,--,--,11,32,33,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,41,36,5,34,2,17,--,0,98%,100%,36,30,2,13,19,--,--,--,--,--,,,,,,,,,,,5,4,--,--,4,--,17,17,11,--,10,2,--,--,--,--,--,19,19,19,2,3,17,--,--,--,--,--,2,9,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizons College,Caboolture,14,10,1,14,--,--,--,0,100%,100%,10,10,--,8,10,4,--,--,--,--,3,3,--,1,2,--,--,--,--,--,1,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,6,6,--,5,5,2,--,0,100%,100%,6,5,5,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,2,2,1,1,--,--,--,--,--,--,--,4,4,4,4,--,--,1,--,--,--,--,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymba Yumba Community Hub,Springfield,9,9,--,2,2,1,--,0,100%,100%,9,2,2,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,2,--,--,1,--,--,--,--,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,186,164,1,55,13,125,--,6,94%,99%,164,45,11,37,31,2,--,--,--,2,21,9,1,7,3,--,--,--,--,--,1,1,1,1,--,--,125,119,7,1,2,5,--,--,--,--,2,60,45,47,11,42,29,2,--,--,--,--,25,36,46,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,74,73,--,30,7,55,--,1,99%,98%,73,30,7,4,24,6,4,--,1,1,,,,,,,,,,,,,,,,,55,55,12,--,--,10,1,1,--,--,1,19,18,18,7,4,14,5,3,--,1,--,11,21,16,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Inala Flexible Learning Centre,Inala,4,1,--,2,--,--,--,2,50%,--,1,1,--,1,--,--,--,--,--,--,3,1,--,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,202,198,2,92,12,158,6,2,99%,100%,198,91,11,56,36,38,1,8,7,10,,,,,,,,,,,2,1,1,1,1,1,158,158,59,4,40,12,16,--,8,7,9,35,34,32,7,16,24,22,1,--,--,1,29,53,38,33,5,6,6,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,0,2,1,3
Ingham State High School,Ingham,82,82,--,79,24,32,--,0,100%,97%,82,79,24,1,77,35,2,5,7,6,,,,,,,,,,,,,,,,,32,32,29,5,--,29,11,1,2,4,2,50,50,50,19,1,48,24,1,3,3,4,3,14,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,119,110,9,110,13,40,--,0,95%,90%,110,107,10,1,107,11,--,--,--,--,,,,,,,,,,,9,3,3,--,3,--,40,40,37,1,--,37,--,--,--,--,--,70,70,70,9,1,70,11,--,--,--,--,3,8,12,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,200,199,--,73,5,162,--,0,100%,99%,199,72,5,1,12,61,--,12,--,13,1,1,--,--,--,1,--,--,--,--,,,,,,,162,162,35,--,--,3,27,--,10,--,11,38,37,38,5,1,9,35,--,2,--,2,29,46,50,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,98,97,--,29,8,83,--,1,99%,99%,97,29,8,2,9,6,--,14,3,14,,,,,,,,,,,,,,,,,83,83,16,5,--,3,4,--,6,3,6,15,14,13,3,2,6,2,--,8,--,8,31,31,17,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,149,145,--,81,5,84,--,0,97%,98%,145,81,5,18,28,45,--,41,--,41,,,,,,,,,,,,,,,,,84,80,18,--,--,4,3,--,11,--,11,65,65,63,5,18,24,42,--,30,--,30,25,29,21,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,13,--,13,4,3,--,--,0,31%,--,,,,,,,,,,,,,,,,,,,,,13,4,3,4,3,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,276,276,--,275,45,57,--,0,100%,89%,276,275,45,235,273,52,--,--,--,--,,,,,,,,,,,,,,,,,57,57,56,5,49,55,5,--,--,--,--,219,219,219,40,186,218,47,--,--,--,--,2,11,19,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,86,83,1,57,13,36,--,1,98%,92%,83,56,13,30,47,3,--,--,--,--,2,1,--,1,1,--,--,--,--,--,,,,,,,36,36,14,6,3,9,3,--,--,--,--,49,47,43,7,28,39,--,--,--,--,--,5,9,13,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,40,29,--,11,--,31,--,2,88%,94%,29,5,--,--,--,--,--,5,2,5,11,6,--,--,3,2,1,3,--,4,,,,,,,31,27,4,--,--,--,--,--,4,2,4,9,2,7,--,--,3,2,1,4,--,5,6,9,11,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabiru Community College,Bracken Ridge,23,--,--,7,1,--,--,16,30%,--,,,,,,,,,,,23,7,1,4,5,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,180,179,1,130,25,69,--,0,99%,95%,179,130,25,71,115,15,--,--,3,--,,,,,,,,,,,,,,,,,69,69,27,4,13,17,4,--,--,3,--,110,110,103,21,58,98,11,--,--,--,--,17,25,17,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,144,131,--,39,7,109,4,8,92%,99%,131,38,7,4,12,33,15,14,2,15,13,1,--,--,1,--,--,--,--,--,,,,,,,109,105,16,5,1,3,11,3,3,1,3,30,22,23,2,3,10,22,12,11,--,12,22,35,32,19,1,4,4,--,--,--,--,--,--,--,1,--,1,--,--,--,--,--,--,--,--,--,--,0,1,2,1
Jubilee Christian College (Atherton),Atherton,14,8,2,13,3,--,--,1,93%,100%,8,8,3,--,5,3,--,1,3,1,4,3,--,--,3,1,--,--,--,--,2,2,--,--,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kairos Community College,Deception Bay,5,5,--,3,--,--,--,0,100%,--,5,3,--,1,1,1,--,1,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawana Waters State College,Bokarina,152,150,2,152,27,37,--,0,100%,100%,150,150,27,72,150,42,--,--,1,--,,,,,,,,,,,2,2,--,2,--,--,37,37,37,2,16,37,2,--,--,1,--,113,113,113,25,56,113,40,--,--,--,--,8,14,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,225,220,--,125,34,132,--,1,99%,98%,220,122,34,28,89,40,1,--,7,--,5,3,--,2,3,1,--,--,--,--,,,,,,,132,131,44,14,8,24,22,1,--,7,--,93,89,81,20,22,68,19,--,--,--,--,38,37,39,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,90,88,2,85,28,14,--,0,100%,85%,88,83,28,25,75,20,--,12,10,14,,,,,,,,,,,2,2,--,--,2,--,14,14,10,5,1,8,3,--,--,9,--,74,74,73,23,24,67,17,--,12,1,14,4,2,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,270,256,3,140,49,179,--,4,98%,95%,256,132,46,9,63,76,1,9,18,18,11,6,1,2,4,1,--,--,--,1,3,2,2,2,1,--,179,177,63,23,--,15,44,1,6,18,11,88,79,75,24,11,52,33,--,3,--,8,41,50,59,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,334,330,3,333,20,247,--,0,100%,98%,330,329,19,320,98,47,4,1,19,2,1,1,--,1,--,--,--,--,--,--,3,3,1,2,1,--,247,247,246,3,243,38,20,--,1,19,1,84,83,84,16,78,60,27,4,--,--,1,68,74,73,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,187,170,5,145,29,60,--,6,96%,96%,170,135,23,17,127,18,--,--,2,1,12,6,2,--,6,--,--,--,--,--,5,4,4,1,3,--,60,60,39,6,1,36,6,--,--,1,--,122,110,102,19,16,97,12,--,--,1,1,2,18,18,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,64,61,2,50,11,15,--,0,98%,100%,61,48,10,41,29,6,--,--,--,--,1,1,1,--,--,--,--,--,--,--,2,1,--,--,1,--,15,15,11,2,11,1,2,--,--,--,--,47,46,38,9,30,28,4,--,--,--,--,2,3,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,131,118,3,60,8,48,--,6,94%,96%,118,55,8,12,38,23,3,--,2,--,10,2,--,1,1,--,--,--,1,--,3,3,--,2,1,--,48,46,7,--,3,5,2,1,--,2,--,80,72,50,8,10,34,21,2,--,1,--,5,20,14,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College,Reedy Creek,129,110,--,74,31,74,--,9,88%,97%,110,70,30,4,11,57,1,9,15,10,19,4,1,1,--,3,--,2,--,2,,,,,,,74,68,35,8,--,3,29,1,1,15,1,55,42,39,23,5,8,31,--,10,--,11,9,22,27,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,147,137,9,93,17,67,--,0,96%,98%,137,89,14,46,79,6,--,--,--,--,1,1,--,--,1,--,--,--,--,--,9,3,3,--,3,--,67,67,24,3,4,18,3,--,--,--,--,71,70,66,11,42,62,3,--,--,--,--,8,17,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston College,Kingston,95,89,6,95,7,25,--,0,100%,89%,89,89,7,89,55,14,--,--,5,1,,,,,,,,,,,6,6,--,6,--,--,25,25,25,1,25,5,4,--,--,5,--,64,64,64,6,64,50,10,--,--,--,1,0,4,11,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Learning College,Kingston,78,13,--,47,10,--,--,31,60%,100%,13,13,3,7,7,6,--,--,--,--,65,34,7,24,16,1,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,297,293,4,207,21,126,--,0,100%,98%,293,204,21,163,166,115,--,2,3,15,,,,,,,,,,,4,3,--,1,3,--,126,126,37,2,33,2,2,--,1,3,1,167,167,167,19,130,164,113,--,1,--,14,17,27,46,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,7,--,6,4,--,--,--,1,57%,--,,,,,,,,,,,,,,,,,,,,,6,4,--,4,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,18,18,--,17,3,8,--,0,100%,100%,18,17,3,2,16,2,--,--,--,--,,,,,,,,,,,,,,,,,8,8,8,--,--,8,--,--,--,--,--,10,10,9,3,2,8,2,--,--,--,--,3,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,107,96,10,92,17,28,--,1,98%,96%,96,83,9,32,64,36,--,--,2,1,,,,,,,,,,,10,9,8,5,6,--,28,28,18,1,13,8,4,--,--,1,--,69,68,65,8,19,56,32,--,--,1,1,2,6,15,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Christian School,Norman Gardens,11,8,--,3,--,6,--,3,73%,100%,8,3,--,--,3,--,--,--,1,--,,,,,,,,,,,,,,,,,6,6,1,--,--,1,--,--,--,--,--,5,2,2,--,--,2,--,--,--,1,--,0,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,41,40,1,22,4,21,--,0,100%,95%,40,21,3,1,7,14,--,3,5,3,,,,,,,,,,,1,1,1,--,--,--,21,21,3,1,--,--,2,--,1,5,1,19,19,18,2,1,7,12,--,2,--,2,4,2,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,164,154,10,108,23,44,--,0,99%,100%,154,100,21,77,65,16,--,--,6,--,,,,,,,,,,,10,8,2,8,2,--,44,44,14,4,9,2,3,--,--,5,--,110,110,86,17,68,63,13,--,--,1,--,6,19,10,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,6,--,5,1,--,--,--,1,17%,--,,,,,,,,,,,,,,,,,,,,,5,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,92,90,2,92,19,16,--,0,100%,96%,90,90,19,64,88,14,--,--,1,1,,,,,,,,,,,2,2,--,1,2,--,16,16,16,1,10,16,1,--,--,1,--,74,74,74,18,54,72,13,--,--,--,1,1,5,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,29,29,--,29,13,8,--,0,100%,88%,29,29,13,6,29,--,--,--,2,1,,,,,,,,,,,,,,,,,8,8,8,--,--,8,--,--,--,1,--,21,21,21,13,6,21,--,--,--,1,1,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,136,134,--,14,1,120,--,2,99%,99%,134,14,1,--,3,12,1,--,2,--,,,,,,,,,,,,,,,,,120,120,6,--,--,1,4,1,--,2,--,16,14,8,1,--,2,8,--,--,--,--,27,49,29,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,187,186,--,27,5,161,--,1,99%,98%,186,27,5,1,9,18,1,--,--,--,,,,,,,,,,,,,,,,,161,161,9,1,1,5,3,1,--,--,--,26,25,18,4,--,4,15,--,--,--,--,43,45,55,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,64,63,1,64,14,18,--,0,100%,100%,63,63,14,15,61,22,--,11,3,11,,,,,,,,,,,1,1,--,1,--,--,18,18,18,2,1,17,3,--,6,3,6,45,45,45,12,14,44,19,--,5,--,5,5,6,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran Ormeau Rivers District School (Lords),Ormeau,28,28,--,11,--,18,--,0,100%,95%,28,11,--,1,6,7,--,2,--,4,,,,,,,,,,,,,,,,,18,18,4,--,--,1,3,--,2,--,3,10,10,7,--,1,5,4,--,--,--,1,2,6,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,86,82,3,83,20,30,--,1,98%,93%,82,81,19,34,81,17,--,--,--,--,,,,,,,,,,,3,2,1,1,1,--,30,30,29,9,7,29,6,--,--,--,--,53,52,52,10,27,52,11,--,--,--,--,3,2,2,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,265,263,2,147,20,150,--,0,100%,98%,263,145,19,14,85,43,1,34,10,37,,,,,,,,,,,2,2,1,1,1,--,150,150,57,7,2,34,16,--,10,10,11,113,113,88,12,12,51,27,1,24,--,26,15,51,51,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College,North Mackay,61,49,--,33,3,23,--,4,92%,87%,49,26,2,23,4,1,--,--,--,--,12,7,1,6,--,--,--,--,--,--,,,,,,,23,22,1,--,--,1,--,--,--,--,--,38,27,32,3,29,3,1,--,--,--,--,5,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay District Special School,Mackay,7,--,5,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay North State High School,North Mackay,213,207,4,114,8,105,--,0,98%,96%,207,113,8,69,95,18,--,1,--,1,2,1,--,--,1,--,--,--,--,--,,,,,,,105,103,30,1,10,24,--,--,--,--,--,104,104,84,7,59,72,18,--,1,--,1,20,31,33,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Northern Beaches State High School,Rural View,86,85,1,86,1,39,--,0,100%,95%,85,85,1,44,85,10,--,--,1,--,,,,,,,,,,,1,1,--,1,1,--,39,39,39,1,9,39,1,--,--,1,--,46,46,46,--,35,46,9,--,--,--,--,4,7,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay State High School,Mackay,135,133,2,125,2,52,--,0,99%,91%,133,125,2,41,124,18,--,--,1,--,,,,,,,,,,,,,,,,,52,52,45,--,5,45,9,--,--,1,--,81,81,80,2,36,79,9,--,--,--,--,7,13,6,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,
