School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Helensvale State High School,Helensvale,326,257,1,287,64,152,--,10,95%,96%,257,233,50,204,144,38,2,--,9,18,68,54,14,46,26,3,--,--,1,6,,,,,,,152,138,125,13,105,55,15,--,--,10,12,173,119,162,51,145,115,26,2,--,--,12,15,42,54,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Senior College,Hervey Bay,34,15,--,18,5,7,--,11,65%,100%,15,11,1,4,9,2,--,--,1,2,19,7,4,3,4,--,--,--,--,--,,,,,,,7,6,2,--,--,2,1,--,--,1,2,27,9,16,5,7,11,1,--,--,--,--,0,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,3,--,3,1,--,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,3,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,94,38,7,54,8,41,--,14,73%,88%,38,23,5,3,16,1,4,--,1,1,49,26,3,9,20,--,--,--,--,--,7,5,--,5,2,--,41,31,17,5,2,10,1,4,--,1,1,46,7,32,3,10,26,--,--,--,--,--,2,15,9,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,116,111,--,--,--,116,--,0,96%,96%,111,--,--,--,--,--,--,--,--,6,5,--,--,--,--,--,--,--,--,1,,,,,,,116,111,--,--,--,--,--,--,--,--,7,,,,,,,,,,,,26,32,32,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,54,40,--,21,11,36,--,4,85%,97%,40,15,6,--,10,4,--,--,--,--,14,6,5,--,4,--,--,--,--,1,,,,,,,36,32,9,4,--,5,2,--,--,--,--,18,8,12,7,--,9,2,--,--,--,1,3,12,16,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,15,8,--,--,--,14,--,0,53%,71%,,,,,,,,,,,7,--,--,--,--,--,--,--,--,2,,,,,,,14,7,--,--,--,--,--,--,--,--,2,,,,,,,,,,,,1,2,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,88,72,--,65,10,50,--,6,90%,94%,72,58,8,49,24,6,--,--,1,11,16,7,2,4,2,--,--,--,--,1,,,,,,,50,46,34,2,29,13,2,--,--,1,7,38,26,31,8,24,13,4,--,--,--,5,11,13,9,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,108,72,1,42,10,71,--,12,77%,92%,72,31,4,11,20,5,--,--,--,4,35,11,6,3,3,--,--,--,--,1,,,,,,,71,57,19,--,1,17,1,--,--,--,1,36,15,23,10,13,6,4,--,--,--,4,10,25,20,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,37,33,--,21,4,20,--,2,95%,100%,33,19,3,7,13,--,--,--,--,1,4,2,1,2,--,--,--,--,--,--,,,,,,,20,20,12,2,2,11,--,--,--,--,1,17,13,9,2,7,2,--,--,--,--,--,0,5,8,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,15,12,--,14,1,3,--,0,100%,100%,12,11,1,9,4,--,--,--,--,--,3,3,--,3,1,--,--,--,--,--,,,,,,,3,3,2,1,--,1,--,--,--,--,--,12,9,12,--,12,4,--,--,--,--,--,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,126,112,--,92,11,82,--,4,95%,98%,112,84,10,49,66,1,--,--,--,3,14,8,1,7,4,--,--,--,--,--,,,,,,,82,79,56,3,23,43,--,--,--,--,2,44,33,36,8,33,27,1,--,--,--,1,8,31,29,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,85,78,--,41,13,72,--,3,93%,97%,78,40,12,--,36,10,--,--,7,7,7,1,1,--,--,--,--,--,1,--,,,,,,,72,69,35,9,--,32,5,--,--,8,5,13,9,6,4,--,4,5,--,--,--,2,17,19,21,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,119,84,--,20,4,85,11,11,81%,93%,84,14,2,6,9,--,--,--,2,6,35,6,2,3,3,--,--,--,--,5,,,,,,,85,73,10,2,2,9,--,--,--,2,9,22,6,10,2,7,3,--,--,--,--,2,17,29,21,14,4,11,5,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,0,3,4,4
Ingham State High School,Ingham,93,75,1,78,27,51,--,1,97%,97%,75,63,25,50,44,2,--,--,--,1,17,14,2,13,9,--,--,--,--,--,1,1,--,1,1,--,51,48,37,12,26,24,--,--,--,--,--,41,27,40,15,37,29,2,--,--,--,1,4,11,19,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,94,69,--,40,14,34,--,12,85%,91%,69,29,7,5,26,1,--,--,1,--,25,11,7,--,7,--,--,--,--,1,,,,,,,34,31,5,3,1,3,1,--,--,1,--,60,38,35,11,4,30,--,--,--,--,1,4,7,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,145,145,--,36,2,107,--,0,100%,97%,145,36,2,--,26,11,--,--,--,14,,,,,,,,,,,,,,,,,107,107,24,1,--,21,3,--,--,--,7,38,38,12,1,--,5,8,--,--,--,7,18,32,41,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,104,93,--,35,10,97,--,2,92%,99%,93,32,10,3,30,2,--,--,--,7,11,3,--,--,3,--,--,--,--,3,,,,,,,97,89,30,7,2,28,1,--,--,--,9,7,4,5,3,1,5,1,--,--,--,1,20,26,27,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,149,119,--,13,11,129,--,7,84%,94%,119,7,6,--,1,3,--,--,4,4,30,6,5,--,2,--,--,--,--,4,,,,,,,129,110,6,5,--,2,3,--,--,4,8,20,9,7,6,--,1,--,--,--,--,--,27,30,28,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,18,--,18,2,--,--,--,0,11%,--,,,,,,,,,,,,,,,,,,,,,18,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,155,61,--,85,18,59,--,35,71%,85%,61,36,8,17,21,5,1,--,1,1,94,49,10,37,12,2,--,--,--,3,,,,,,,59,41,26,2,7,21,2,1,--,1,4,96,20,59,16,47,12,5,--,--,--,--,5,6,16,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,64,46,3,53,4,27,--,3,92%,95%,46,40,3,34,24,1,--,--,1,2,15,10,1,7,5,--,--,--,--,2,3,3,--,3,1,--,27,25,21,1,18,12,--,--,--,1,--,34,21,29,3,23,17,1,--,--,--,4,8,5,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,15,11,--,--,--,15,--,0,73%,93%,,,,,,,,,,,4,--,--,--,--,--,--,--,--,1,,,,,,,15,11,--,--,--,--,--,--,--,--,1,,,,,,,,,,,,3,4,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,149,127,4,94,11,84,--,4,94%,94%,127,81,10,20,74,7,1,--,1,5,18,10,1,4,9,--,--,--,--,2,4,3,--,1,3,--,84,77,41,4,7,36,3,1,--,1,1,61,50,50,7,17,47,4,--,--,--,6,11,23,22,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,179,160,--,75,18,130,--,8,94%,96%,160,66,14,15,40,18,5,--,1,14,19,9,4,--,6,3,--,--,--,5,,,,,,,130,126,44,7,10,28,9,3,--,1,9,49,34,31,11,5,18,12,2,--,--,10,20,43,36,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawana Waters State College,Bokarina,126,95,1,95,22,65,--,6,94%,92%,95,72,15,27,69,3,--,--,3,8,30,22,7,17,8,2,--,--,--,1,1,1,--,1,1,--,65,63,43,8,2,43,1,--,--,3,7,60,32,51,14,42,34,4,--,--,--,2,6,23,19,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,146,101,1,80,9,101,--,8,84%,93%,101,59,6,33,47,9,--,--,--,12,44,20,3,10,16,1,--,--,--,7,1,1,--,1,1,--,101,81,44,3,20,32,5,--,--,--,11,44,20,35,6,23,31,5,--,--,--,8,13,20,22,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,129,78,--,84,31,56,--,13,84%,88%,78,53,26,20,35,7,1,--,2,13,51,31,5,24,10,--,--,--,1,8,,,,,,,56,45,29,13,1,22,3,1,--,3,10,73,33,55,18,43,23,4,--,--,--,11,5,6,17,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,226,158,1,64,27,124,--,21,81%,87%,158,38,14,11,18,10,1,--,5,8,67,26,13,9,9,6,--,--,--,5,,,,,,,124,102,19,4,5,9,6,--,--,--,7,101,56,45,23,15,18,10,1,--,5,6,22,26,39,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,263,228,--,77,6,241,--,0,95%,94%,228,55,4,16,45,5,--,--,8,12,35,22,2,12,13,2,--,--,--,2,,,,,,,241,219,55,2,11,44,5,--,--,8,13,22,9,22,4,17,14,2,--,--,--,1,53,67,58,54,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,161,86,5,82,17,66,--,29,75%,85%,86,48,12,26,30,4,--,--,--,--,70,33,5,25,10,2,--,--,--,1,5,1,--,1,--,--,66,51,26,9,8,17,2,--,--,--,--,90,35,55,8,43,23,4,--,--,--,1,12,12,16,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,45,30,--,38,15,22,--,1,98%,62%,30,24,12,24,15,1,--,--,1,1,15,14,3,14,5,--,--,--,--,--,,,,,,,22,18,16,4,16,4,--,--,--,1,--,23,12,22,11,22,16,1,--,--,--,1,1,4,5,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,61,46,--,7,7,42,--,10,80%,88%,46,4,4,--,2,--,--,--,--,11,15,3,3,1,2,--,--,--,--,--,,,,,,,42,40,3,3,--,1,--,--,--,--,10,19,6,4,4,1,3,--,--,--,--,1,4,10,11,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College,Reedy Creek,86,62,--,26,6,64,--,10,80%,93%,62,19,5,--,5,12,--,--,--,1,24,7,1,--,7,--,--,--,--,2,,,,,,,64,54,16,3,--,7,7,--,--,--,2,22,8,10,3,--,5,5,--,--,--,1,9,18,25,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,141,92,2,84,32,71,--,12,87%,94%,92,54,19,32,47,5,1,--,2,6,47,29,13,20,10,2,--,--,--,1,2,1,--,1,--,--,71,61,28,6,13,23,3,--,--,2,3,68,31,55,26,39,34,4,1,--,--,4,18,23,13,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston College,Kingston,56,36,--,56,4,18,--,0,100%,97%,36,36,4,36,3,3,--,--,--,8,20,20,--,20,2,--,--,--,--,3,,,,,,,18,11,18,1,18,2,--,--,--,--,3,38,25,38,3,38,3,3,--,--,--,8,0,2,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Learning Centre,Kingston,49,--,--,8,3,--,--,41,16%,--,,,,,,,,,,,49,8,3,5,1,--,--,--,--,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,297,196,4,179,37,125,--,31,86%,96%,196,119,27,72,105,16,1,--,9,10,97,57,10,37,32,3,--,--,--,8,4,3,--,3,--,--,125,113,42,9,4,37,2,1,--,9,4,168,83,134,28,105,100,17,--,--,--,14,16,24,53,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,2,--,2,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,20,8,1,5,1,6,--,9,45%,80%,8,4,--,3,2,--,--,--,--,--,11,1,1,--,--,1,--,--,--,--,,,,,,,6,5,1,--,--,1,--,--,--,--,--,13,3,4,1,3,1,1,--,--,--,--,0,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,88,61,4,58,17,25,--,8,83%,94%,61,46,12,33,28,5,--,--,--,3,23,11,5,8,5,--,--,--,--,1,4,1,--,1,--,--,25,20,11,3,5,5,2,--,--,--,1,59,41,46,14,36,28,3,--,--,--,3,3,5,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,25,16,--,9,5,11,--,5,72%,86%,16,7,4,--,--,5,--,--,1,3,9,2,1,--,1,--,--,--,--,--,,,,,,,11,9,3,2,--,--,2,--,--,1,2,14,7,6,3,--,1,3,--,--,--,1,0,1,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,120,110,4,119,14,62,--,0,99%,97%,110,110,13,102,34,5,--,--,2,6,6,6,1,6,1,--,--,--,--,--,4,3,--,3,1,--,62,61,62,6,54,21,2,--,--,2,3,54,49,54,8,54,14,3,--,--,--,3,11,12,19,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,15,--,15,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,105,45,--,105,24,29,--,0,100%,97%,45,45,11,42,34,13,1,--,--,2,60,60,13,57,27,3,1,--,--,2,,,,,,,29,16,29,7,27,15,6,--,--,--,2,76,29,76,17,72,46,10,2,--,--,2,1,5,3,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,27,10,--,23,11,7,--,1,93%,100%,10,8,5,5,5,--,--,--,--,1,17,15,6,8,4,--,--,--,--,1,,,,,,,7,4,4,2,2,3,--,--,--,--,--,20,6,19,9,11,6,--,--,--,--,2,0,3,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,140,132,--,14,11,130,--,2,96%,99%,132,11,8,--,7,3,--,--,2,10,8,3,3,--,1,1,--,--,--,3,,,,,,,130,126,8,7,--,5,1,--,--,2,10,10,6,6,4,--,3,3,--,--,--,3,30,32,38,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,153,131,--,53,7,135,--,2,93%,97%,131,42,5,--,41,2,--,--,--,10,22,11,2,1,10,--,--,--,--,4,,,,,,,135,123,39,4,--,38,1,--,--,--,11,18,8,14,3,1,13,1,--,--,--,3,21,39,44,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,102,60,--,59,14,51,--,6,86%,87%,60,31,8,12,22,2,--,--,--,3,42,28,6,22,16,--,--,--,--,2,,,,,,,51,41,16,2,1,15,--,--,--,--,2,51,19,43,12,33,23,2,--,--,--,3,5,11,16,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,81,34,--,76,28,19,--,4,95%,77%,34,33,14,32,26,5,3,--,--,3,47,43,14,42,17,7,--,--,--,3,,,,,,,19,16,18,3,17,11,--,1,--,--,2,62,18,58,25,57,32,12,2,--,--,4,0,2,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,298,217,--,49,23,234,--,29,78%,94%,217,35,16,8,20,4,--,--,--,31,81,14,7,6,3,1,--,--,--,27,,,,,,,234,193,25,10,2,13,2,--,--,--,49,64,24,24,13,12,10,3,--,--,--,9,25,52,49,57,51,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College,North Mackay,73,64,--,29,15,32,--,3,89%,86%,64,28,14,14,11,1,--,--,--,1,9,1,1,--,--,--,--,--,--,--,,,,,,,32,27,5,2,4,2,--,--,--,--,1,41,37,24,13,10,9,1,--,--,--,--,6,4,12,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay District Special School,Mackay,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay North State High School,North Mackay,199,146,1,91,22,128,--,18,87%,97%,146,64,14,12,49,16,--,--,--,7,52,27,8,16,10,--,--,--,--,1,,,,,,,128,111,56,11,7,45,8,--,--,--,7,70,35,35,11,21,14,8,--,--,--,1,18,36,47,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay State High School,Mackay,114,83,--,85,14,52,--,12,89%,91%,83,67,10,59,21,2,--,--,--,--,31,18,4,14,3,--,--,--,--,1,,,,,,,52,47,38,3,32,12,--,--,--,--,--,62,36,47,11,41,12,2,--,--,--,1,5,12,16,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie State Primary and Special School,Mackenzie,9,--,9,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malanda State High School,Malanda,57,45,--,38,5,27,--,3,93%,100%,45,30,2,21,27,10,--,1,--,1,12,8,3,5,2,--,--,--,--,--,,,,,,,27,26,12,2,6,11,1,--,--,--,--,30,19,26,3,20,18,9,--,1,--,1,5,4,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Maleny State High School,Maleny,106,80,--,75,23,65,--,4,91%,91%,80,59,16,41,41,5,--,--,1,6,26,16,7,13,10,--,--,--,--,--,,,,,,,65,57,39,13,23,24,3,--,--,--,3,41,23,36,10,31,27,2,--,--,1,3,9,14,28,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield State High School,Mansfield,245,192,--,64,6,193,--,21,82%,97%,192,54,4,13,41,1,--,--,1,17,53,10,2,5,4,--,--,--,--,13,,,,,,,193,168,45,4,2,42,1,--,--,1,25,52,24,19,2,16,3,--,--,--,--,5,38,46,42,48,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareeba State High School,Mareeba,109,70,1,48,21,54,--,15,83%,93%,70,28,11,1,20,11,--,--,--,1,38,20,10,14,6,1,--,--,--,1,,,,,,,54,49,17,3,2,11,5,--,--,--,2,54,21,31,18,13,15,7,--,--,--,--,12,14,17,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Ashgrove,Ashgrove,247,233,--,57,20,196,--,1,97%,97%,233,51,20,43,42,2,--,--,--,12,14,6,--,5,4,--,--,--,--,1,,,,,,,196,189,7,5,--,4,--,--,--,--,8,51,44,50,15,48,42,2,--,--,--,5,55,62,46,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Emerald,Emerald,60,47,--,51,21,42,--,0,100%,84%,47,38,13,3,31,11,--,--,--,1,13,13,8,4,10,--,--,--,--,--,,,,,,,42,39,33,7,2,28,10,--,--,--,1,18,8,18,14,5,13,1,--,--,--,--,5,12,9,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Rosalie,Paddington,30,21,--,16,2,15,--,0,90%,91%,21,10,2,9,10,1,--,--,--,--,9,6,--,6,4,--,--,--,--,1,,,,,,,15,12,1,--,--,1,1,--,--,--,1,15,9,15,2,15,13,--,--,--,--,--,2,6,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroochydore State High School,Maroochydore,188,157,--,109,24,115,--,9,91%,91%,157,94,20,32,72,12,--,--,4,9,31,15,4,10,6,2,--,--,1,--,,,,,,,115,105,50,11,15,37,6,--,--,5,7,73,52,59,13,27,41,8,--,--,--,2,13,29,41,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsden State High School,Waterford West,182,79,10,144,26,76,--,0,95%,86%,79,51,8,41,35,8,--,--,--,9,93,84,15,74,22,2,--,--,--,12,10,9,3,9,4,--,76,50,40,5,25,26,5,--,--,--,14,96,29,95,18,90,31,5,--,--,--,7,4,8,16,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary MacKillop College,Nundah,79,58,--,20,5,67,--,4,82%,94%,58,13,2,--,11,3,--,--,--,4,21,7,3,--,4,--,--,--,--,4,,,,,,,67,53,15,--,--,15,2,--,--,--,7,12,5,5,5,--,--,1,--,--,--,1,5,19,20,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough Special School,Maryborough,4,--,4,2,--,--,--,0,50%,--,,,,,,,,,,,,,,,,,,,,,4,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough State High School,Maryborough,103,82,--,102,7,41,--,0,100%,92%,82,81,5,77,55,--,--,--,5,1,21,21,2,19,13,--,--,--,--,1,,,,,,,41,35,41,1,40,12,--,--,--,5,2,62,47,61,6,56,56,--,--,--,--,--,5,10,8,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Marymount College,Burleigh Waters,221,208,--,149,30,123,--,5,98%,93%,208,141,26,82,110,14,--,--,2,16,13,8,4,4,2,--,--,--,--,4,,,,,,,123,123,78,6,49,60,2,--,--,1,3,98,85,71,24,37,52,12,--,--,1,17,10,41,41,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Flinders Anglican College,Buderim,130,121,--,23,6,125,--,2,94%,99%,121,22,5,--,21,--,--,--,5,2,9,1,1,--,--,--,--,--,--,--,,,,,,,125,119,22,5,--,21,--,--,--,5,1,5,2,1,1,--,--,--,--,--,--,1,40,42,31,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrimac State High School,Mermaid Waters,151,103,5,115,16,85,--,0,95%,81%,103,75,11,51,55,13,1,--,--,12,43,35,4,33,7,--,--,--,--,5,5,5,1,5,--,--,85,71,49,2,27,30,6,1,--,--,7,61,32,61,13,57,32,7,--,--,--,10,9,17,28,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami State High School,Miami,109,66,--,84,34,41,--,2,96%,94%,66,45,24,19,32,13,--,--,5,10,43,39,10,30,16,3,--,--,--,1,,,,,,,41,34,18,4,12,4,2,--,--,5,3,68,32,66,30,37,44,14,--,--,--,8,4,12,13,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlemount Community School,Middlemount,15,6,--,9,8,8,--,4,73%,80%,6,4,3,--,3,--,--,--,1,1,9,5,5,--,2,--,--,--,--,--,,,,,,,8,5,6,6,--,2,--,--,--,1,1,7,1,3,2,--,3,--,--,--,--,--,0,1,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles State High School,Miles,28,23,--,24,7,17,--,0,96%,90%,23,20,7,12,15,6,--,--,--,1,5,4,--,4,2,--,--,--,--,--,,,,,,,17,16,15,4,7,10,5,--,--,--,1,11,7,9,3,9,7,1,--,--,--,--,4,3,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirani State High School,Mirani,81,59,--,76,11,42,--,2,95%,100%,59,58,9,58,9,3,--,--,2,--,22,18,2,18,2,1,--,--,--,--,,,,,,,42,36,39,3,39,7,2,--,--,2,--,39,23,37,8,37,4,2,--,--,--,--,4,9,13,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchelton Special School,Mitchelton,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchelton State High School,Mitchelton,74,47,1,44,13,39,--,7,86%,93%,47,27,5,11,18,8,--,--,--,6,26,17,8,10,4,1,--,--,--,1,,,,,,,39,33,18,6,2,7,7,--,--,--,4,34,14,26,7,19,15,2,--,--,--,3,8,8,12,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Monto State High School,Monto,19,14,--,16,4,7,--,1,95%,100%,14,12,2,9,9,1,--,--,1,1,5,4,2,3,3,--,--,--,--,--,,,,,,,7,7,5,1,3,4,--,--,--,1,--,12,7,11,3,9,8,1,--,--,--,1,1,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Moranbah State High School,Moranbah,74,56,--,60,16,34,--,1,93%,95%,56,47,13,24,41,--,--,--,--,--,18,13,3,12,6,--,--,--,--,1,,,,,,,34,28,21,8,6,19,--,--,--,--,1,40,28,39,8,30,28,--,--,--,--,--,3,7,10,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Morayfield State High School,Morayfield,125,88,--,83,13,52,--,8,90%,88%,88,59,9,30,49,10,--,--,--,4,37,24,4,13,17,3,--,--,--,--,,,,,,,52,41,24,4,4,22,1,--,--,--,4,73,47,59,9,39,44,12,--,--,--,--,6,13,17,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreton Bay College,Wynnum West,140,131,1,24,--,99,--,5,96%,95%,131,21,--,1,19,2,1,--,--,8,8,3,--,2,2,--,--,--,--,3,,,,,,,99,99,13,--,--,12,2,1,--,--,2,40,32,11,--,3,9,--,--,--,--,9,43,32,21,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
