School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Cannon Hill Anglican College,Cannon Hill,146,136,--,58,6,136,--,0,97%,94%,136,53,5,29,39,4,--,--,5,1,10,5,1,1,3,--,--,--,--,--,,,,,,,136,129,49,4,28,37,1,--,--,5,1,10,7,9,2,2,5,3,--,--,--,--,40,38,37,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,127,123,--,32,15,110,--,2,98%,95%,123,31,15,16,19,10,1,--,9,4,4,1,--,1,1,--,--,--,--,--,,,,,,,110,109,18,7,8,11,2,1,--,9,3,17,14,14,8,9,9,8,--,--,--,1,22,39,23,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,96,82,5,94,1,38,--,0,98%,82%,82,82,1,80,39,4,--,--,1,1,9,9,--,9,2,--,--,--,--,--,5,3,--,3,--,--,38,36,38,--,37,12,--,--,--,1,1,53,46,53,1,52,29,4,--,--,--,--,3,5,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,25,17,1,24,9,10,--,0,96%,100%,17,17,6,17,5,--,--,--,--,--,7,7,3,7,2,--,--,--,--,--,,,,,,,10,8,10,2,10,4,--,--,--,--,--,14,9,14,7,14,3,--,--,--,--,--,0,5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,9,6,--,8,3,--,--,1,89%,--,6,6,2,5,6,2,--,--,--,--,3,2,1,1,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,22,1,--,18,--,--,--,4,82%,--,1,1,--,1,1,--,--,--,--,--,21,17,--,15,10,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,14,9,--,12,6,--,--,2,86%,50%,9,9,5,5,9,2,--,--,--,--,5,3,1,1,1,2,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,136,134,--,59,11,98,--,0,99%,98%,134,58,11,15,38,26,--,--,2,3,2,1,--,1,--,--,--,--,--,--,,,,,,,98,97,25,1,2,18,7,--,--,2,--,38,37,34,10,14,20,19,--,--,--,3,13,39,33,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,213,197,4,150,26,131,--,2,96%,100%,197,142,26,58,136,8,1,--,39,7,12,8,--,5,4,--,--,--,--,1,,,,,,,131,127,74,5,2,73,3,1,--,38,4,78,70,76,21,61,67,5,--,--,1,4,27,24,44,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,190,147,3,131,55,93,--,7,93%,96%,147,101,43,68,70,17,--,--,9,2,40,28,12,20,8,1,--,--,--,1,3,2,--,2,--,--,93,87,43,14,20,30,7,--,--,9,--,94,60,86,41,68,48,11,--,--,--,3,16,35,29,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,199,170,2,181,16,136,--,2,96%,93%,170,159,12,157,39,32,2,--,15,3,27,21,4,19,6,1,--,--,--,--,2,1,--,1,--,--,136,126,121,6,120,18,16,2,--,14,2,61,44,59,10,56,27,17,--,--,1,1,26,38,43,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland Christian College,Berserker,3,--,--,--,--,--,--,3,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,218,203,1,210,65,148,--,2,99%,95%,203,197,60,140,122,71,--,--,20,2,14,12,5,11,4,4,--,--,3,1,1,1,--,1,--,--,148,143,142,34,98,75,39,--,--,21,1,69,60,67,31,53,51,36,--,--,2,2,12,32,49,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,81,75,--,79,2,70,--,0,100%,94%,75,73,2,72,46,9,--,--,--,--,6,6,--,5,5,--,--,--,--,--,,,,,,,70,66,68,1,66,42,7,--,--,--,--,11,9,11,1,11,9,2,--,--,--,--,12,16,20,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,39,28,--,38,11,19,--,0,100%,93%,28,27,6,27,18,8,--,--,1,1,11,11,5,11,5,--,--,--,--,--,,,,,,,19,16,18,4,18,6,3,--,--,1,1,20,12,20,7,20,17,5,--,--,--,--,2,2,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,4,4,--,4,2,2,--,0,100%,100%,4,4,2,3,3,2,--,--,--,--,,,,,,,,,,,,,,,,,2,2,2,1,1,1,--,--,--,--,--,2,2,2,1,2,2,2,--,--,--,--,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,47,27,--,39,9,17,--,4,91%,100%,27,23,5,15,18,1,--,--,--,--,20,16,4,9,9,--,--,--,--,--,,,,,,,17,15,13,--,6,11,1,--,--,--,--,30,12,26,9,18,16,--,--,--,--,--,2,3,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,77,67,1,75,16,48,--,0,99%,94%,67,66,14,61,15,3,--,--,1,1,9,8,2,8,1,1,--,--,--,--,1,1,--,1,--,--,48,46,47,5,45,5,1,--,--,1,--,28,21,27,11,24,11,3,--,--,--,1,5,9,20,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,114,108,--,77,24,78,--,0,97%,85%,108,74,23,5,62,35,--,--,--,3,6,3,1,--,1,1,--,--,--,--,,,,,,,78,73,43,12,3,31,14,--,--,--,2,36,35,34,12,2,32,22,--,--,--,1,10,18,21,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,56,47,--,33,15,45,--,2,93%,79%,47,28,12,15,15,8,--,--,2,1,9,5,3,--,3,--,--,--,--,--,,,,,,,45,41,24,9,12,15,5,--,--,2,--,11,6,9,6,3,3,3,--,--,--,1,4,13,9,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,119,111,--,66,15,105,--,0,97%,93%,111,62,15,11,48,7,2,--,12,1,8,4,--,2,3,--,--,--,--,1,,,,,,,105,100,53,9,9,39,5,2,--,12,--,14,11,13,6,4,12,2,--,--,--,2,26,35,24,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,220,201,5,63,25,153,--,4,92%,93%,201,61,25,34,23,22,--,--,11,22,14,2,--,2,--,1,--,--,--,1,,,,,,,153,145,15,5,8,3,4,--,--,11,4,62,56,48,20,28,20,19,--,--,--,19,16,35,53,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,6,--,6,4,--,--,--,0,67%,--,,,,,,,,,,,,,,,,,,,,,6,4,--,4,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,70,66,--,39,2,62,--,0,100%,97%,66,35,1,1,28,11,1,--,2,--,4,4,1,--,4,1,--,1,--,1,,,,,,,62,60,31,1,--,29,6,--,--,2,--,8,6,8,1,1,3,6,1,1,--,1,14,18,16,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,24,22,1,24,8,4,--,0,100%,100%,22,22,8,20,17,3,--,--,--,--,1,1,--,1,--,--,--,--,--,--,1,1,--,--,1,--,4,4,4,1,4,1,--,--,--,--,--,19,18,19,7,17,16,3,--,--,--,--,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,196,170,3,155,27,125,--,1,96%,95%,170,137,25,101,110,14,--,--,7,4,23,17,2,9,15,--,--,--,--,--,3,1,--,1,--,--,125,115,87,14,61,60,6,--,--,7,1,68,55,67,13,49,65,8,--,--,--,3,17,29,54,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Education and Training Centre,Belgian Gardens,2,--,--,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,12,--,12,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,41,37,--,41,20,10,--,0,100%,100%,37,37,20,37,26,16,--,--,--,--,4,4,--,4,2,--,--,--,--,--,,,,,,,10,10,10,6,10,7,6,--,--,--,--,31,27,31,14,31,21,10,--,--,--,--,0,1,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,16,12,--,15,5,5,--,0,100%,100%,12,11,4,10,7,1,--,--,--,--,4,4,1,4,--,--,--,--,--,--,,,,,,,5,4,4,--,3,3,--,--,--,--,--,11,8,11,5,11,4,1,--,--,--,--,0,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,136,134,2,130,21,51,--,0,100%,95%,134,128,20,125,56,14,1,--,7,5,,,,,,,,,,,2,2,1,2,1,--,51,51,50,2,48,17,2,1,--,5,3,83,83,78,18,77,39,12,--,--,2,2,5,10,14,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,14,11,--,10,9,5,--,1,93%,100%,11,8,7,--,2,2,1,--,--,--,3,2,2,--,--,--,--,--,--,--,,,,,,,5,5,4,3,--,--,1,1,--,--,--,9,6,6,6,--,2,1,--,--,--,--,0,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College,Charters Towers,55,47,--,32,9,29,--,2,93%,100%,47,28,8,2,28,3,--,--,--,--,8,4,1,--,3,1,--,--,--,--,,,,,,,29,27,14,--,1,14,--,--,--,--,--,26,20,18,9,1,17,4,--,--,--,--,3,6,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,85,80,1,30,11,70,--,1,96%,91%,80,28,10,10,24,4,--,--,2,2,4,1,1,--,--,1,--,--,--,--,1,1,--,1,--,--,70,68,17,3,4,15,1,--,--,2,1,14,12,12,8,6,9,4,--,--,--,1,17,19,19,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,7,4,--,6,1,3,--,0,86%,0%,4,4,--,4,2,1,1,--,--,--,3,2,1,1,2,--,--,--,--,--,,,,,,,3,2,2,--,2,--,--,--,--,--,--,4,2,4,1,3,4,1,1,--,--,--,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,26,22,1,15,6,12,--,1,85%,92%,22,15,6,--,11,3,--,--,1,--,,,,,,,,,,,,,,,,,12,10,4,1,--,3,1,--,--,1,--,13,12,11,5,--,8,2,--,--,--,--,1,6,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,2,--,--,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,117,97,--,89,21,56,--,6,93%,88%,97,77,17,51,42,23,--,--,--,1,20,12,4,8,5,--,--,--,--,--,,,,,,,56,52,34,8,19,16,8,--,--,--,--,61,45,55,13,40,31,15,--,--,--,1,5,8,18,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,211,169,3,180,42,79,--,1,97%,97%,169,144,36,115,126,33,2,--,2,2,39,33,4,24,29,2,--,--,--,--,3,3,2,3,3,--,79,67,53,8,25,37,7,--,--,2,1,129,102,124,32,114,118,28,2,--,--,1,11,16,24,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,92,84,1,21,4,72,--,3,92%,96%,84,20,4,10,13,8,--,--,7,--,7,1,--,1,1,--,--,--,--,--,,,,,,,72,69,9,3,3,4,3,--,--,7,--,19,15,12,1,8,10,5,--,--,--,--,15,21,25,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,67,55,--,58,1,25,--,2,96%,93%,55,49,1,47,31,--,--,--,4,2,12,9,--,7,9,--,--,--,--,--,,,,,,,25,24,20,--,19,4,--,--,--,3,1,42,31,38,1,35,36,--,--,--,1,1,4,5,9,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,240,238,1,240,33,112,--,0,100%,95%,238,238,32,234,234,46,1,1,3,16,1,1,1,1,1,--,--,--,--,--,1,1,--,1,--,--,112,112,112,7,111,110,14,--,1,2,9,127,126,127,26,124,125,32,1,--,1,7,17,32,40,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,141,100,--,84,25,86,--,5,92%,93%,100,54,16,19,41,10,--,--,11,2,41,30,9,10,23,5,1,--,--,--,,,,,,,86,77,35,6,3,25,7,--,--,10,1,55,23,49,19,26,39,8,1,--,1,1,14,19,21,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,3,3,--,1,--,1,--,0,100%,100%,3,1,--,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,1,1,1,--,1,--,--,--,--,--,--,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,14,--,11,2,--,--,--,2,14%,--,,,,,,,,,,,3,1,--,1,--,--,--,--,--,--,11,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,6,--,6,2,--,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,6,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,161,125,--,128,20,71,--,2,98%,96%,125,96,14,90,46,8,1,1,--,2,36,32,6,30,6,--,--,--,--,1,,,,,,,71,67,41,5,35,15,5,1,--,--,1,90,58,87,15,85,37,3,--,1,--,2,4,14,31,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,9,4,--,2,1,8,--,0,67%,100%,,,,,,,,,,,5,2,1,--,1,--,--,--,--,--,,,,,,,8,4,1,--,--,1,--,--,--,--,--,1,0,1,1,--,--,--,--,--,--,--,0,3,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,119,97,--,62,24,61,--,10,91%,87%,97,51,17,32,40,4,--,--,1,--,22,11,7,5,2,--,--,--,--,--,,,,,,,61,59,17,3,4,14,2,--,--,1,--,58,38,45,21,33,28,2,--,--,--,--,9,15,19,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,14,9,--,7,5,7,--,1,86%,100%,9,4,4,--,--,4,--,--,--,--,5,3,1,--,3,--,--,--,--,--,,,,,,,7,5,1,1,--,1,--,--,--,--,--,7,4,6,4,--,2,4,--,--,--,--,2,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,4,--,4,2,--,--,--,0,50%,--,,,,,,,,,,,,,,,,,,,,,4,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,23,--,--,4,--,--,--,19,17%,--,,,,,,,,,,,23,4,--,3,1,2,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,135,100,--,129,18,26,--,6,96%,96%,100,100,16,93,94,20,1,--,6,2,35,29,2,17,23,2,--,--,--,--,,,,,,,26,25,26,4,21,21,6,--,--,4,1,109,75,103,14,89,96,16,1,--,2,1,0,8,8,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,55,4,--,34,10,--,--,21,62%,100%,4,4,1,4,2,2,--,--,--,--,51,30,9,29,2,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,169,162,--,104,16,134,--,0,99%,92%,162,99,15,51,73,4,--,--,1,1,7,5,1,5,--,--,--,--,--,--,,,,,,,134,131,73,8,28,52,1,--,--,1,1,35,31,31,8,28,21,3,--,--,--,--,31,42,35,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,38,37,--,38,10,9,--,0,100%,100%,37,37,10,37,37,13,--,--,--,--,1,1,--,1,1,--,--,--,--,--,,,,,,,9,9,9,4,9,9,3,--,--,--,--,29,28,29,6,29,29,10,--,--,--,--,0,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning College,Eagleby,16,1,--,6,1,--,--,10,38%,--,1,1,--,--,--,1,--,--,--,--,15,5,1,2,1,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,25,21,--,25,3,17,--,0,100%,100%,21,21,3,21,10,5,--,--,1,2,4,4,--,4,1,--,--,--,--,--,,,,,,,17,16,17,3,17,9,2,--,--,1,2,8,5,8,--,8,2,3,--,--,--,--,3,4,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,7,2,--,3,2,--,--,3,57%,--,2,1,--,1,--,--,--,--,--,--,5,2,2,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,163,150,--,126,17,87,--,3,98%,98%,150,117,16,38,82,42,1,2,21,5,13,9,1,5,4,--,--,--,--,1,,,,,,,87,85,55,6,6,46,16,1,1,20,3,76,65,71,11,37,40,26,--,1,1,3,9,15,34,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,106,83,3,87,29,29,--,1,97%,87%,83,67,19,33,59,4,--,--,--,--,20,19,9,11,12,--,--,--,--,--,3,1,1,--,--,--,29,28,15,1,6,13,1,--,--,--,--,74,55,71,27,38,58,3,--,--,--,--,5,9,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,134,133,--,35,18,105,--,1,99%,98%,133,35,18,1,19,15,1,--,2,1,,,,,,,,,,,,,,,,,105,105,19,6,1,14,2,--,--,2,--,29,28,16,12,--,5,13,1,--,--,1,23,43,30,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,40,36,--,24,10,22,--,1,93%,81%,36,23,9,13,15,5,--,--,--,2,4,1,1,--,--,--,--,--,--,--,,,,,,,22,20,11,2,8,7,1,--,--,--,1,18,16,13,8,5,8,4,--,--,--,1,3,1,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,209,177,2,90,34,125,--,11,91%,98%,177,77,29,9,52,9,--,--,2,1,30,13,5,1,8,--,--,--,--,--,,,,,,,125,114,46,2,5,40,2,--,--,2,--,82,63,44,32,5,20,7,--,--,--,1,14,26,42,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,41,29,1,40,9,8,--,0,98%,100%,29,29,5,9,27,16,--,--,1,--,11,11,4,7,9,1,--,--,--,--,,,,,,,8,7,8,1,--,8,2,--,--,1,--,32,22,32,8,16,28,15,--,--,--,--,0,4,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,98,98,--,61,29,87,--,0,100%,98%,98,61,29,20,44,31,1,--,6,1,,,,,,,,,,,,,,,,,87,87,51,21,13,36,23,1,--,6,--,11,11,10,8,7,8,8,--,--,--,1,21,26,30,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,48,37,1,25,12,38,--,3,85%,89%,37,21,11,6,13,5,--,--,1,--,10,3,--,2,1,--,--,--,--,--,1,1,1,1,1,--,38,32,18,6,6,11,2,--,--,1,--,9,5,6,5,2,3,3,--,--,--,--,2,10,10,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,59,51,--,32,4,50,--,4,92%,97%,51,29,4,3,26,3,--,--,--,4,8,3,--,1,2,--,--,--,--,--,,,,,,,50,47,28,3,3,24,3,--,--,--,3,9,4,4,1,1,4,--,--,--,--,1,8,12,15,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,282,240,--,128,50,195,--,4,91%,92%,240,111,43,53,79,23,--,--,3,4,42,17,7,10,11,4,--,--,--,--,,,,,,,195,173,46,20,1,22,14,--,--,3,3,87,67,82,30,62,68,13,--,--,--,1,38,59,49,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,111,76,5,94,20,54,--,0,97%,100%,76,62,14,45,54,2,--,--,2,2,30,27,6,21,24,--,--,--,--,--,5,5,--,5,3,--,54,44,37,8,17,32,2,--,--,2,1,52,32,52,12,49,46,--,--,--,--,1,5,7,17,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,206,179,4,176,23,108,--,3,96%,88%,179,158,22,104,111,30,--,--,3,--,23,17,1,10,13,1,--,--,--,--,4,1,--,1,--,--,108,100,88,7,66,52,19,--,--,3,--,94,79,87,16,48,72,12,--,--,--,--,10,25,31,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,67,57,--,25,6,50,--,5,88%,95%,57,23,4,1,20,2,1,--,1,--,10,2,2,--,1,2,--,--,--,--,,,,,,,50,47,18,2,1,15,1,1,--,1,--,17,10,7,4,--,6,3,--,--,--,--,15,20,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,20,13,--,18,5,10,--,1,95%,90%,13,12,3,10,8,2,--,--,--,--,7,6,2,5,3,--,--,--,--,--,,,,,,,10,9,9,1,8,4,--,--,--,--,--,10,4,9,4,7,7,2,--,--,--,--,2,5,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,58,53,--,28,12,48,--,1,98%,94%,53,24,9,4,9,17,--,--,--,2,5,4,3,--,1,1,--,--,--,--,,,,,,,48,46,21,9,3,8,13,--,--,--,--,10,7,7,3,1,2,5,--,--,--,2,7,13,16,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,65,61,2,43,23,43,--,0,98%,91%,61,40,23,23,26,16,--,--,--,--,2,2,--,2,--,--,--,--,--,--,2,1,--,1,--,--,43,42,23,13,8,17,8,--,--,--,--,20,19,19,10,17,9,8,--,--,--,--,6,11,11,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,63,49,--,60,4,16,--,1,98%,100%,49,47,2,44,38,7,--,--,1,--,14,13,2,11,9,1,--,--,--,--,,,,,,,16,16,15,--,13,12,2,--,--,1,--,47,33,45,4,42,35,6,--,--,--,--,3,7,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,176,142,2,111,35,73,--,9,92%,98%,142,91,29,54,64,3,--,--,5,--,32,20,6,9,14,--,--,--,--,--,,,,,,,73,69,21,--,13,12,1,--,--,5,--,101,73,90,35,50,66,2,--,--,--,--,13,19,24,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasshouse Christian College,Beerwah,22,21,--,19,7,15,--,0,100%,93%,21,18,6,17,7,6,--,--,1,--,1,1,1,1,1,--,--,--,--,--,,,,,,,15,15,12,3,12,4,4,--,--,1,--,7,6,7,4,6,4,2,--,--,--,--,3,3,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,63,52,1,54,17,14,--,5,92%,96%,52,48,15,39,26,2,--,--,--,1,10,5,2,5,2,--,--,--,--,--,1,1,--,1,--,--,14,14,13,1,8,9,--,--,--,--,1,48,38,40,16,36,19,2,--,--,--,--,1,2,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,11,11,--,11,2,4,--,0,100%,--,11,11,2,11,4,--,--,--,--,--,,,,,,,,,,,,,,,,,4,4,4,--,4,2,--,--,--,--,--,7,7,7,2,7,2,--,--,--,--,--,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,68,44,1,58,16,22,--,7,88%,100%,44,42,10,40,14,5,--,--,--,--,23,15,6,14,2,1,--,--,--,--,1,1,--,1,--,--,22,21,21,4,21,7,1,--,--,--,--,45,23,36,12,33,9,5,--,--,--,--,6,4,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,83,78,--,44,9,57,--,4,94%,100%,78,44,9,14,31,9,--,--,1,--,,,,,,,,,,,,,,,,,57,56,24,3,3,21,2,--,--,1,--,26,22,20,6,11,10,7,--,--,--,--,9,13,25,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
