School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Caloundra State High School,Caloundra,161,158,3,155,34,59,--,0,99%,100%,158,153,33,58,145,32,15,2,5,2,,,,,,,,,,,3,2,1,1,2,--,59,59,54,4,5,51,7,4,--,4,--,99,99,99,29,53,94,25,11,2,1,2,8,20,19,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College (Carbrook),Carbrook,67,62,--,33,23,49,--,0,99%,90%,62,29,22,--,9,21,1,--,7,1,5,4,1,--,2,3,--,--,--,--,,,,,,,49,46,17,11,--,4,14,--,--,7,1,18,16,16,12,--,7,10,1,--,--,--,13,17,11,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College (Mount Louisa),Mount Louisa,48,44,--,18,7,21,--,4,92%,100%,44,18,7,--,13,2,--,--,--,1,,,,,,,,,,,,,,,,,21,21,6,2,--,6,--,--,--,--,1,27,23,12,5,--,7,2,--,--,--,--,5,5,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,118,115,--,21,7,107,--,1,97%,100%,115,21,7,1,6,16,1,3,4,4,,,,,,,,,,,,,,,,,107,105,12,4,--,4,7,--,3,4,3,11,10,9,3,1,2,9,1,--,--,1,44,37,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,118,118,--,76,8,83,--,0,100%,100%,118,76,8,59,28,30,--,21,13,21,,,,,,,,,,,,,,,,,83,83,41,1,30,4,10,--,13,13,13,35,35,35,7,29,24,20,--,8,--,8,30,23,20,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,61,59,2,61,17,18,--,0,100%,87%,59,59,15,2,57,7,--,--,--,--,,,,,,,,,,,2,2,2,--,2,--,18,18,18,2,--,18,1,--,--,--,--,41,41,41,13,2,39,6,--,--,--,--,2,4,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,11,11,--,11,1,3,--,0,100%,100%,11,11,1,11,11,1,--,--,--,--,,,,,,,,,,,,,,,,,3,3,3,--,3,3,--,--,--,--,--,8,8,8,1,8,8,1,--,--,--,--,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,42,15,1,34,4,--,--,6,83%,--,15,14,4,8,12,2,1,--,--,--,26,20,--,5,18,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,19,12,--,19,3,--,--,0,100%,--,12,12,2,12,12,1,--,--,--,--,7,7,1,3,5,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Rockhampton,Glenlee,10,7,1,9,--,--,--,0,90%,--,7,7,--,--,7,--,--,--,--,--,2,2,--,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,23,14,--,21,11,--,--,2,91%,100%,14,14,5,9,13,3,1,--,--,1,9,7,6,2,4,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,175,172,--,76,1,122,--,0,99%,95%,172,74,1,17,32,41,1,--,2,--,3,2,--,1,1,--,--,--,--,--,,,,,,,122,121,29,1,7,11,11,--,--,2,--,53,51,47,--,11,22,30,1,--,--,--,13,30,49,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,243,241,2,116,18,154,--,0,100%,94%,241,115,17,8,104,49,1,2,50,3,,,,,,,,,,,2,1,1,--,1,--,154,154,29,2,1,20,11,--,1,49,1,87,87,86,15,7,84,38,1,1,1,2,30,51,58,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,245,237,3,151,72,128,--,1,100%,98%,237,144,66,101,132,37,--,--,6,--,5,4,3,1,4,--,--,--,--,--,3,3,3,3,2,--,128,128,40,9,19,33,5,--,--,6,--,114,109,108,60,83,103,32,--,--,--,--,30,38,43,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,248,245,3,235,24,130,--,0,100%,99%,245,232,23,40,223,62,4,40,5,42,,,,,,,,,,,3,3,1,3,2,--,130,130,118,--,2,115,12,1,15,5,15,115,115,114,23,38,108,50,3,25,--,27,25,44,31,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,265,260,4,216,41,119,--,0,99%,100%,260,214,41,128,125,98,4,15,21,16,1,1,--,1,1,--,--,--,--,--,4,1,--,1,1,--,119,119,78,11,63,23,6,--,--,14,1,142,141,137,30,66,103,92,4,15,7,15,27,45,44,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,75,74,--,42,7,53,--,0,99%,93%,74,42,7,19,24,18,--,--,2,--,,,,,,,,,,,,,,,,,53,52,20,4,1,12,10,--,--,2,--,22,22,22,3,18,12,8,--,--,--,--,6,16,16,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,33,33,--,32,17,15,--,0,100%,100%,33,32,17,31,19,9,--,--,--,--,,,,,,,,,,,,,,,,,15,15,14,7,14,3,5,--,--,--,--,18,18,18,10,17,16,4,--,--,--,--,1,4,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,31,27,1,25,1,5,--,3,87%,100%,27,25,1,11,17,9,1,1,--,2,,,,,,,,,,,,,,,,,5,5,4,1,1,1,2,--,--,--,--,25,22,21,--,10,16,7,1,1,--,2,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,56,52,4,51,5,15,--,0,93%,100%,52,51,5,22,51,3,--,--,--,--,,,,,,,,,,,,,,,,,15,15,15,--,7,15,--,--,--,--,--,37,37,36,5,15,36,3,--,--,--,--,1,4,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla Christian College,Chinchilla,10,10,--,2,--,9,--,0,100%,100%,10,2,--,1,1,--,--,--,3,--,,,,,,,,,,,,,,,,,9,9,1,--,1,--,--,--,--,3,--,1,1,1,--,--,1,--,--,--,--,--,0,4,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,100,98,1,97,10,48,--,0,99%,92%,98,96,9,78,54,3,--,--,--,--,1,1,1,--,--,--,--,--,--,--,,,,,,,48,48,47,3,31,22,--,--,--,--,--,51,50,50,7,47,32,3,--,--,--,--,7,11,17,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,147,134,--,110,26,58,--,2,99%,96%,134,99,26,2,72,60,3,16,3,17,13,11,--,1,10,1,--,--,--,--,,,,,,,58,57,24,3,--,12,13,--,1,3,1,89,77,86,23,3,70,48,3,15,--,16,10,20,18,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,101,101,--,40,6,89,--,0,100%,99%,101,40,6,--,16,26,--,26,4,29,,,,,,,,,,,,,,,,,89,89,28,4,--,9,16,--,17,4,20,12,12,12,2,--,7,10,--,9,--,9,20,33,24,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,221,206,2,138,10,115,--,6,97%,97%,206,130,10,10,43,87,18,14,--,18,13,7,--,1,5,1,1,2,--,2,2,1,--,--,--,1,115,115,44,1,1,4,30,7,5,--,5,104,91,93,9,10,44,58,12,11,--,15,23,28,40,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,11,--,11,8,6,--,--,0,73%,--,,,,,,,,,,,,,,,,,,,,,11,8,6,8,6,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,69,69,--,27,2,52,--,0,100%,98%,69,27,2,--,7,9,1,17,--,17,,,,,,,,,,,,,,,,,52,52,10,--,--,2,1,--,7,--,7,17,17,17,2,--,5,8,1,10,--,10,19,17,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,21,21,--,20,6,6,--,0,100%,100%,21,20,6,10,16,4,--,--,--,--,,,,,,,,,,,,,,,,,6,6,5,--,4,2,--,--,--,--,--,15,15,15,6,6,14,4,--,--,--,--,1,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,279,255,1,111,35,122,22,13,94%,94%,255,110,35,10,55,32,3,16,2,22,23,1,--,1,--,--,--,--,--,--,,,,,,,122,120,19,5,--,7,2,--,11,2,11,125,120,92,30,11,48,30,3,5,--,11,12,30,40,39,1,22,15,--,--,--,--,--,--,--,--,--,9,--,--,--,--,--,--,--,--,--,--,0,1,6,15
Clifford Park Special School,Toowoomba,28,--,28,14,3,--,--,0,50%,--,,,,,,,,,,,,,,,,,,,,,28,14,3,11,3,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,42,41,1,39,5,24,--,0,100%,89%,41,38,4,36,35,5,--,--,5,--,,,,,,,,,,,1,1,1,1,1,--,24,24,22,1,22,21,--,--,--,5,--,17,17,16,3,14,14,5,--,--,--,--,5,4,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School P - 12,Cloncurry,21,18,3,21,5,5,--,0,100%,100%,18,18,5,1,18,1,--,--,--,--,,,,,,,,,,,3,3,--,--,3,--,5,5,5,--,--,5,--,--,--,--,--,13,13,13,5,1,13,1,--,--,--,--,0,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,142,139,3,141,12,38,--,0,100%,93%,139,138,10,9,135,29,1,--,5,1,,,,,,,,,,,3,3,2,--,2,--,38,38,38,4,--,38,6,--,--,5,--,101,101,100,6,9,97,23,1,--,--,1,5,9,14,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,12,11,1,12,7,4,--,0,100%,--,11,11,7,8,5,2,--,--,--,--,,,,,,,,,,,1,1,--,1,--,--,4,4,4,4,3,2,1,--,--,--,--,7,7,7,3,5,3,1,--,--,--,--,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College (Mount Carmel Campus),Charters Towers,42,41,1,42,2,21,--,0,100%,100%,41,41,2,1,41,1,--,--,2,--,,,,,,,,,,,1,1,--,--,1,--,21,21,21,--,--,21,--,--,--,1,--,20,20,20,2,1,20,1,--,--,1,--,2,9,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,65,53,--,37,17,48,--,0,98%,92%,53,26,15,17,5,7,--,--,4,--,12,11,2,6,5,1,--,--,--,--,,,,,,,48,43,21,9,12,6,6,--,--,4,--,17,10,16,8,11,4,2,--,--,--,--,9,14,14,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,20,20,--,20,5,3,--,0,100%,100%,20,20,5,1,20,6,--,--,--,--,,,,,,,,,,,,,,,,,3,3,3,--,1,3,1,--,--,--,--,17,17,17,5,--,17,5,--,--,--,--,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,29,28,--,14,6,13,--,1,97%,100%,28,14,6,--,11,2,--,--,1,--,,,,,,,,,,,,,,,,,13,13,2,--,--,2,--,--,--,1,--,16,15,12,6,--,9,2,--,--,--,--,2,8,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,7,7,--,1,1,5,--,0,100%,100%,7,1,1,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,--,--,--,--,--,--,--,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,118,118,--,93,16,55,--,0,100%,95%,118,93,16,34,70,31,5,2,3,2,,,,,,,,,,,,,,,,,55,55,30,2,19,9,1,2,--,3,--,63,63,63,14,15,61,30,3,2,--,2,12,21,13,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,134,128,3,112,23,30,--,1,98%,97%,128,109,22,64,73,36,--,1,7,3,3,2,--,2,2,--,--,--,--,--,3,1,1,--,--,--,30,30,16,--,11,8,3,--,--,7,--,101,98,95,22,55,67,33,--,1,--,3,1,10,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,87,81,--,13,5,73,--,3,93%,99%,81,13,5,--,7,9,1,--,1,1,,,,,,,,,,,,,,,,,73,70,3,1,--,2,2,--,--,1,--,14,11,10,4,--,5,7,1,--,--,1,26,18,20,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,58,58,--,32,7,26,--,0,100%,96%,58,32,7,9,18,13,1,--,--,--,,,,,,,,,,,,,,,,,26,26,11,3,2,4,4,--,--,--,--,32,32,21,4,7,14,9,1,--,--,--,3,6,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,260,258,2,259,10,102,--,0,100%,98%,258,258,10,136,257,94,--,--,9,45,,,,,,,,,,,2,1,--,--,1,--,102,102,102,1,12,102,18,--,--,7,15,156,156,156,9,124,155,76,--,--,2,30,23,38,24,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,144,139,5,68,12,92,--,0,99%,100%,139,64,8,38,35,16,--,--,1,--,,,,,,,,,,,5,4,4,2,3,1,92,92,21,--,19,--,4,--,--,1,--,47,47,43,8,19,35,12,--,--,--,--,19,24,40,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla P-12 State School,Cunnamulla,6,5,1,6,--,--,--,0,100%,--,5,5,--,1,5,--,--,--,--,--,,,,,,,,,,,1,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,21,--,21,7,4,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,21,7,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,9,--,9,6,--,--,--,0,67%,--,,,,,,,,,,,,,,,,,,,,,9,6,--,6,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,95,92,--,87,25,26,--,0,99%,100%,92,85,24,46,77,30,2,--,--,1,3,2,1,2,1,--,--,--,--,--,,,,,,,26,24,23,4,12,21,4,1,--,--,--,69,68,64,21,36,57,26,1,--,--,1,2,3,6,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,19,18,--,15,5,11,--,0,100%,100%,18,14,4,--,13,4,--,--,2,1,1,1,1,--,1,--,--,--,--,--,,,,,,,11,11,7,1,--,6,1,--,--,2,1,8,7,8,4,--,8,3,--,--,--,--,2,1,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,139,134,5,97,25,48,--,0,98%,95%,134,95,25,25,88,5,--,--,4,--,,,,,,,,,,,5,2,--,1,2,--,48,48,20,2,--,17,1,--,--,4,--,86,86,75,23,25,71,4,--,--,--,--,6,17,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,20,16,1,12,3,7,--,1,85%,100%,16,11,3,2,7,3,--,1,1,1,3,1,--,--,1,--,--,--,--,--,,,,,,,7,5,3,--,--,2,1,--,--,--,--,12,11,9,3,2,6,2,--,1,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,6,--,6,1,--,--,--,0,17%,--,,,,,,,,,,,,,,,,,,,,,6,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,26,6,5,23,2,--,--,3,88%,50%,6,6,1,4,5,1,--,--,1,--,15,12,1,8,4,1,--,--,--,--,5,5,--,5,4,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,136,130,6,134,17,12,--,0,100%,100%,130,128,13,115,107,96,1,--,--,--,,,,,,,,,,,6,6,4,5,4,1,12,12,10,1,10,--,1,--,--,--,--,118,118,118,12,105,107,95,1,--,--,--,4,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery Christian College,Agnes Water,19,18,--,15,--,10,--,0,100%,82%,18,14,--,--,14,1,--,--,1,--,1,1,--,--,1,--,--,--,--,--,,,,,,,10,10,6,--,--,6,--,--,--,1,--,9,8,9,--,--,9,1,--,--,--,--,0,3,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,20,13,--,19,--,6,--,1,95%,100%,13,13,--,2,13,2,--,--,--,--,7,6,--,1,6,--,--,--,--,--,,,,,,,6,6,6,--,--,6,--,--,--,--,--,14,7,13,--,3,13,2,--,--,--,--,0,0,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,132,130,--,46,17,95,--,1,99%,98%,130,45,16,27,30,15,1,--,14,--,2,1,1,1,1,--,--,--,--,--,,,,,,,95,95,15,8,2,6,10,1,--,14,--,37,35,31,9,26,25,5,--,--,--,--,22,27,33,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,23,21,2,21,6,4,--,0,91%,25%,21,21,6,21,21,3,--,--,--,--,,,,,,,,,,,,,,,,,4,4,4,2,4,4,1,--,--,--,--,17,17,17,4,17,17,2,--,--,--,--,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning Centre - Centre for Continuing Secondary Education,Eagleby,235,108,--,231,43,--,--,4,98%,85%,108,108,22,101,65,40,2,1,--,2,127,123,21,119,45,4,--,1,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,55,55,--,55,6,21,--,0,100%,95%,55,55,6,39,55,2,2,1,5,2,,,,,,,,,,,,,,,,,21,21,21,1,15,21,--,--,1,5,1,34,34,34,5,24,34,2,2,--,--,1,4,8,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,8,6,2,5,4,--,--,0,88%,--,6,4,3,--,3,1,--,--,--,--,,,,,,,,,,,2,1,1,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,120,117,3,92,16,53,--,0,98%,100%,117,91,16,8,73,20,--,2,20,2,,,,,,,,,,,3,1,--,--,1,--,53,53,35,7,--,30,6,--,--,20,--,64,64,56,9,8,43,14,--,2,--,2,7,15,17,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Christian College,Emerald,7,3,--,3,1,2,--,2,57%,100%,3,2,1,1,2,1,--,--,1,--,4,1,--,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,5,2,3,1,1,3,1,--,--,1,--,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,107,105,2,101,22,34,--,0,98%,88%,105,101,22,55,99,25,--,--,2,--,,,,,,,,,,,,,,,,,34,34,31,2,16,31,2,--,--,1,--,71,71,70,20,39,68,23,--,--,1,--,4,14,12,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,128,124,--,35,27,108,--,2,98%,97%,124,33,25,4,7,15,--,5,8,5,4,2,2,--,--,1,--,--,--,--,,,,,,,108,107,20,16,--,4,10,--,1,8,1,20,17,15,11,4,3,6,--,4,--,4,40,43,22,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,104,101,--,69,31,55,--,1,97%,88%,101,69,31,28,51,33,--,--,2,--,,,,,,,,,,,,,,,,,55,53,25,7,9,18,7,--,--,2,--,49,48,44,24,19,33,26,--,--,--,--,9,16,17,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,219,185,--,94,16,126,--,17,89%,95%,185,83,11,3,36,50,--,--,2,--,34,11,5,1,7,--,--,--,--,--,,,,,,,126,119,36,4,2,15,22,--,--,2,--,93,66,58,12,2,28,28,--,--,--,--,14,36,31,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Endeavour Christian College,Cooktown,3,2,--,2,--,3,--,0,100%,100%,2,1,--,--,1,--,--,--,1,--,1,1,--,--,1,--,--,--,--,--,,,,,,,3,2,2,--,--,2,--,--,--,1,--,,,,,,,,,,,,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,32,29,2,22,6,11,--,1,94%,100%,29,21,5,6,18,7,--,--,--,1,,,,,,,,,,,2,1,1,--,--,--,11,11,3,1,--,2,1,--,--,--,--,19,18,18,4,6,16,6,--,--,--,1,0,3,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,101,101,--,69,15,84,--,0,100%,97%,101,69,15,1,31,63,6,3,14,5,,,,,,,,,,,,,,,,,84,84,53,7,1,27,47,4,--,14,1,17,17,16,8,--,4,16,2,3,--,4,27,34,18,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Christian School of Distance Education,Karawatha,52,21,--,31,13,2,--,19,63%,90%,21,19,10,2,6,15,3,1,4,1,31,12,3,1,6,3,--,1,2,1,,,,,,,2,2,1,--,--,--,--,1,--,1,--,50,19,30,13,3,12,18,2,2,5,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,108,102,1,74,23,49,--,1,97%,92%,102,71,21,23,49,50,--,--,--,3,5,3,2,1,1,1,--,--,--,--,,,,,,,49,48,18,7,3,11,8,--,--,--,--,58,54,56,16,21,39,43,--,--,--,3,4,14,18,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Thornlands,43,43,--,36,8,13,--,0,100%,100%,43,36,8,--,15,24,1,8,1,8,,,,,,,,,,,,,,,,,13,13,7,--,--,2,6,1,--,1,--,30,30,29,8,--,13,18,--,8,--,8,0,10,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,256,251,5,152,84,174,--,0,100%,97%,251,148,80,16,62,89,3,1,1,2,,,,,,,,,,,5,4,4,1,4,--,174,174,79,47,1,22,54,2,1,1,1,77,77,69,33,15,40,35,1,--,--,1,37,60,56,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,120,116,3,97,26,35,--,0,100%,88%,116,93,25,21,79,24,1,--,1,2,1,1,1,1,1,--,--,--,--,--,3,3,--,1,1,1,35,35,14,4,1,6,6,--,--,1,--,82,81,80,22,21,74,18,1,--,--,2,3,12,9,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,218,215,2,146,25,81,--,1,99%,95%,215,146,25,21,119,48,4,22,9,23,,,,,,,,,,,,,,,,,81,81,23,6,11,8,9,--,1,9,1,135,134,123,19,10,111,39,4,21,--,22,14,23,26,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,41,40,--,3,--,40,--,0,100%,100%,40,2,--,1,--,1,--,--,--,--,1,1,--,--,1,--,--,--,--,--,,,,,,,40,40,2,--,1,--,1,--,--,--,--,1,0,1,--,--,1,--,--,--,--,--,14,10,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,39,31,--,15,4,29,--,1,90%,100%,31,11,3,--,5,6,1,--,--,--,8,4,1,--,1,2,--,--,--,--,,,,,,,29,25,6,2,--,5,--,1,--,--,--,10,6,9,2,--,1,8,--,--,--,--,8,5,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,116,115,--,39,13,94,--,1,99%,100%,115,39,13,11,27,30,--,1,--,3,,,,,,,,,,,,,,,,,94,94,18,6,2,9,14,--,--,--,--,22,21,21,7,9,18,16,--,1,--,3,21,30,33,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,44,43,--,35,9,23,--,0,100%,100%,43,34,9,20,27,20,--,2,1,4,1,1,--,1,1,1,--,--,--,--,,,,,,,23,23,14,4,3,11,5,--,1,1,2,21,20,21,5,18,17,16,--,1,--,2,4,5,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,51,49,2,50,6,23,--,0,100%,94%,49,48,4,10,46,7,--,--,2,1,,,,,,,,,,,2,2,2,1,2,--,23,23,23,3,1,21,6,--,--,2,--,26,26,25,1,9,25,1,--,--,--,1,1,9,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Girl Academy,Wangetti Beach,1,--,1,1,--,--,--,0,100%,--,,,,,,,,,,,,,,,,,,,,,1,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
