School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Glenala State High School,Inala Heights,97,97,--,81,10,13,--,0,100%,100%,97,81,10,46,73,10,--,--,--,1,,,,,,,,,,,,,,,,,13,13,5,--,1,5,--,--,--,--,--,84,84,76,10,45,68,10,--,--,--,1,0,3,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,6,6,--,6,2,3,--,0,100%,100%,6,6,2,6,--,2,--,--,--,--,,,,,,,,,,,,,,,,,3,3,3,1,3,--,1,--,--,--,--,3,3,3,1,3,--,1,--,--,--,--,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,106,100,3,72,15,37,--,1,97%,97%,100,69,14,37,59,23,--,--,--,--,3,2,1,1,2,--,--,--,--,--,3,1,--,1,1,--,37,37,9,1,2,9,1,--,--,--,--,66,63,62,14,36,52,22,--,--,--,--,6,6,19,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Coast Christian College,Reedy Creek,15,13,--,3,1,10,--,2,87%,100%,13,3,1,--,1,3,--,--,1,--,,,,,,,,,,,,,,,,,10,10,--,--,--,--,--,--,--,1,--,5,3,3,1,--,1,3,--,--,--,--,0,2,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,96,90,--,42,7,68,--,2,97%,98%,90,39,5,13,11,30,--,--,--,2,6,3,2,--,--,1,--,--,--,--,,,,,,,68,67,18,--,3,1,15,--,--,--,--,28,23,24,7,10,10,16,--,--,--,2,11,25,15,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,52,52,--,37,8,21,--,0,100%,100%,52,37,8,25,19,1,--,--,--,--,,,,,,,,,,,,,,,,,21,21,14,--,14,1,--,--,--,--,--,31,31,23,8,11,18,1,--,--,--,--,4,4,9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,61,59,--,11,8,57,--,1,97%,94%,59,11,8,--,2,6,2,--,--,--,,,,,,,,,,,,,,,,,57,56,9,6,--,1,5,2,--,--,--,4,3,2,2,--,1,1,--,--,--,--,18,13,13,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,6,--,6,6,--,--,--,0,100%,--,,,,,,,,,,,,,,,,,,,,,6,6,--,6,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,74,62,1,68,13,40,--,1,96%,88%,62,59,11,54,27,3,--,--,2,2,11,8,2,5,5,--,--,--,--,1,1,1,--,1,--,--,40,36,36,1,33,6,1,--,--,2,2,33,26,31,12,26,26,2,--,--,--,1,2,7,13,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,90,79,4,82,10,33,--,2,94%,91%,79,76,9,72,50,5,--,--,--,--,7,5,1,4,1,--,--,--,--,--,4,1,--,1,1,--,33,31,31,5,30,11,2,--,--,--,--,53,48,50,5,46,40,3,--,--,--,--,4,8,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,295,287,--,128,27,244,--,0,99%,98%,287,124,27,76,48,68,1,6,14,13,8,4,--,2,3,2,--,--,--,--,,,,,,,244,239,80,14,48,18,41,--,2,14,6,51,48,48,13,30,33,29,1,4,--,7,38,68,66,58,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,96,53,--,48,4,41,--,13,75%,92%,53,29,1,17,15,3,--,--,--,1,43,19,3,11,7,3,--,1,--,2,,,,,,,41,27,10,1,9,1,--,--,--,--,--,55,26,38,3,19,21,6,--,1,--,3,5,6,6,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Flexible Learning Centre,Gympie,16,1,--,5,--,--,--,11,31%,--,1,1,--,--,--,1,--,--,--,--,15,4,--,1,3,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,7,--,7,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,204,178,1,131,41,78,--,14,92%,98%,178,121,40,72,74,28,7,--,5,--,25,9,1,6,6,--,--,--,--,--,1,1,--,1,--,--,78,76,29,9,15,17,5,1,--,2,--,125,102,101,32,63,63,23,6,--,3,--,7,21,25,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,267,190,5,141,45,120,--,22,87%,89%,190,100,35,69,51,38,--,--,7,--,72,38,10,29,5,3,--,--,--,--,5,3,--,3,2,--,120,103,32,15,16,6,15,--,--,7,--,142,87,106,30,82,50,26,--,--,--,--,7,31,45,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Heatley,59,50,6,46,6,11,--,2,97%,100%,50,39,5,23,27,1,--,--,--,6,3,1,--,1,--,--,--,--,--,--,6,6,1,6,--,--,11,11,7,1,5,4,--,--,--,--,1,42,39,33,4,19,23,1,--,--,--,5,0,2,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,62,54,--,35,4,47,--,0,94%,100%,54,31,3,22,3,15,--,--,--,--,8,4,1,2,1,1,--,--,--,--,,,,,,,47,41,21,1,17,--,7,--,--,--,--,15,13,14,3,7,4,9,--,--,--,--,5,13,17,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Helensvale State High School,Helensvale,332,317,1,250,78,134,--,1,99%,95%,317,237,77,113,173,91,4,--,30,7,14,13,1,8,9,--,--,--,--,--,,,,,,,134,132,54,1,26,26,5,--,--,28,1,197,185,196,77,95,156,86,4,--,2,6,22,36,57,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemmant Flexible Learning Centre,Hemmant,1,--,--,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Christian Academy,Urraween,9,--,--,2,1,--,--,7,22%,0%,,,,,,,,,,,9,2,1,1,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,119,103,--,114,16,51,--,0,100%,93%,103,98,14,95,59,6,--,--,4,--,16,16,2,15,9,--,--,--,--,--,,,,,,,51,50,46,8,44,13,5,--,--,4,--,68,53,68,8,66,55,1,--,--,--,--,5,11,17,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,119,116,--,1,--,119,--,0,97%,98%,116,1,--,--,--,1,--,--,1,--,,,,,,,,,,,,,,,,,119,116,1,--,--,--,1,--,--,1,--,,,,,,,,,,,,30,46,29,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,76,66,--,17,13,58,--,3,93%,100%,66,12,9,--,1,10,1,--,6,--,10,5,4,2,--,1,--,--,--,--,,,,,,,58,55,8,6,--,--,6,1,--,6,--,18,11,9,7,2,1,5,--,--,--,--,18,19,15,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,16,16,--,12,3,12,--,0,100%,100%,16,12,3,7,8,3,--,--,--,1,,,,,,,,,,,,,,,,,12,12,8,--,4,5,--,--,--,--,1,4,4,4,3,3,3,3,--,--,--,--,1,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,93,84,--,81,11,38,--,2,98%,96%,84,74,11,71,20,26,1,--,1,5,9,7,--,7,1,--,--,--,--,--,,,,,,,38,37,28,--,25,3,5,--,--,1,--,55,47,53,11,53,18,21,1,--,--,5,5,13,12,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,123,113,--,73,9,59,--,3,97%,100%,113,67,9,37,25,61,--,--,--,--,10,6,--,4,--,5,--,--,--,--,,,,,,,59,57,12,2,1,4,6,--,--,--,--,64,56,61,7,40,21,60,--,--,--,--,10,23,19,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,37,35,1,29,1,14,--,0,97%,100%,35,28,1,16,14,1,--,--,--,1,1,1,--,1,--,--,--,--,--,--,,,,,,,14,14,9,1,7,2,--,--,--,--,1,22,21,20,--,10,12,1,--,--,--,--,2,6,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,5,5,--,4,1,--,--,0,100%,--,5,4,1,3,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymba Yumba Community Hub,Springfield,8,8,--,6,5,--,--,0,100%,--,8,6,5,1,3,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,174,160,--,61,13,114,--,3,95%,98%,160,56,13,49,12,3,--,--,--,19,14,5,--,5,--,--,--,--,--,1,,,,,,,114,108,4,2,--,1,1,--,--,--,20,60,52,57,11,54,11,2,--,--,--,--,16,26,42,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,77,77,--,24,5,61,--,0,100%,98%,77,24,5,7,16,7,2,--,--,--,,,,,,,,,,,,,,,,,61,61,10,1,1,5,4,1,--,--,--,16,16,14,4,6,11,3,1,--,--,--,15,21,18,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Inala Flexible Learning Centre,Inala,2,--,--,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,172,144,--,70,14,131,13,7,91%,99%,144,58,13,41,10,21,1,--,7,--,28,12,1,10,4,2,--,--,--,1,,,,,,,131,119,46,12,32,2,16,--,--,7,--,28,13,21,2,16,12,7,1,--,--,1,27,39,39,17,9,13,12,3,--,3,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,1,3,5,4
Ingham State High School,Ingham,81,71,3,77,18,35,--,0,96%,100%,71,70,18,66,44,9,--,--,3,10,7,7,--,7,4,--,--,--,--,--,,,,,,,35,35,34,5,33,9,7,--,--,3,10,43,36,43,13,40,39,2,--,--,--,--,1,13,12,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,109,99,1,52,6,38,--,7,91%,100%,99,52,6,2,43,19,--,--,--,2,,,,,,,,,,,,,,,,,38,36,6,--,1,5,1,--,--,--,--,70,63,46,6,1,38,18,--,--,--,2,5,6,15,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,197,196,--,83,6,150,--,1,99%,99%,196,83,6,4,14,70,2,--,2,1,,,,,,,,,,,,,,,,,150,150,49,--,1,3,46,2,--,2,1,47,46,34,6,3,11,24,--,--,--,--,30,53,52,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,102,100,--,40,5,76,--,1,99%,100%,100,39,5,24,12,6,1,5,4,5,2,1,--,--,1,--,--,--,--,--,,,,,,,76,76,18,1,13,3,2,--,3,4,3,26,24,22,4,11,10,4,1,2,--,2,28,31,14,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,147,139,--,80,23,73,--,3,96%,100%,139,78,22,5,7,69,27,6,8,7,8,2,1,--,--,1,--,--,--,--,,,,,,,73,70,13,8,1,--,8,8,--,8,--,74,69,67,15,4,7,62,19,6,--,7,24,31,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,15,--,15,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,145,133,--,140,26,41,--,4,97%,91%,133,132,25,100,127,25,--,--,3,--,12,8,1,4,8,1,--,--,--,--,,,,,,,41,39,40,5,18,37,5,--,--,3,--,104,94,100,21,86,98,21,--,--,--,--,4,10,11,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,77,69,1,58,12,29,--,2,96%,100%,69,53,12,37,36,1,--,--,--,--,7,5,--,5,1,--,--,--,--,--,,,,,,,29,29,15,6,7,9,--,--,--,--,--,47,40,43,6,35,28,1,--,--,--,--,3,5,10,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,35,34,--,--,--,35,--,0,97%,94%,,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,5,6,8,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabiru Community College,Bracken Ridge,10,--,--,5,--,--,--,5,50%,--,,,,,,,,,,,10,5,--,4,3,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,145,142,--,102,15,54,--,0,100%,100%,142,99,14,40,90,19,--,--,9,--,3,3,1,3,2,--,--,--,--,--,,,,,,,54,54,13,4,5,6,3,--,--,7,--,91,88,89,11,38,86,16,--,--,2,--,8,23,9,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,153,147,--,49,16,114,9,1,97%,97%,147,47,16,5,13,44,13,3,3,4,6,2,--,1,--,1,--,--,--,--,,,,,,,114,111,21,4,2,4,19,7,--,3,--,30,27,28,12,4,9,26,6,3,--,4,18,31,40,20,5,9,9,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,1,3,1,4
Jubilee Christian College (Atherton),Atherton,9,5,--,5,--,--,--,3,67%,50%,5,4,--,--,--,4,--,--,1,1,4,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawana Waters State College,Bokarina,122,122,--,121,24,43,--,0,100%,97%,122,121,24,73,117,19,--,--,--,2,,,,,,,,,,,,,,,,,43,43,42,8,15,39,7,--,--,--,--,79,79,79,16,58,78,12,--,--,--,2,6,9,18,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,203,184,--,108,43,146,--,5,94%,96%,184,102,39,51,42,34,2,--,4,1,19,6,4,--,2,2,--,--,--,--,,,,,,,146,136,61,27,28,12,27,1,--,4,--,57,48,47,16,23,32,9,1,--,--,1,22,32,31,43,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,107,106,--,102,20,14,--,0,100%,88%,106,101,20,94,78,16,2,--,--,--,1,1,--,1,1,--,--,--,1,--,,,,,,,14,13,10,3,5,6,1,--,--,1,--,93,93,92,17,90,73,15,2,--,--,--,1,2,9,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,242,227,1,110,54,180,--,4,97%,93%,227,103,51,14,11,75,1,--,31,2,14,6,3,1,1,2,--,--,--,--,1,1,--,1,--,--,180,176,63,31,8,1,44,--,--,31,--,61,51,46,23,7,11,33,1,--,--,2,39,60,45,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,296,271,--,192,27,247,--,0,100%,96%,271,168,24,149,44,35,3,--,22,2,25,24,3,19,2,2,--,--,--,--,,,,,,,247,235,144,13,130,16,20,3,--,22,2,49,36,48,14,38,30,17,--,--,--,--,63,78,57,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,189,174,1,165,24,79,--,4,98%,92%,174,154,23,57,133,20,--,--,1,2,14,10,1,4,7,--,--,--,--,--,1,1,--,1,--,--,79,78,67,7,9,61,1,--,--,1,--,109,96,97,17,52,79,19,--,--,--,2,6,11,21,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,67,51,2,56,13,25,--,4,93%,100%,51,45,11,42,11,5,--,--,--,--,14,9,2,8,--,--,--,--,--,--,2,2,--,2,--,--,25,22,21,4,20,2,3,--,--,--,--,40,29,33,9,30,9,2,--,--,--,--,4,6,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,115,108,--,39,8,45,--,6,94%,93%,108,39,8,2,6,32,--,--,--,--,,,,,,,,,,,,,,,,,45,44,3,--,1,--,2,--,--,--,--,70,64,36,8,1,6,30,--,--,--,--,11,16,11,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College,Reedy Creek,108,95,--,73,22,75,--,4,94%,100%,95,66,18,2,7,59,--,--,6,2,13,7,4,1,2,4,--,--,--,--,,,,,,,75,72,48,5,--,4,45,--,--,4,--,33,23,25,17,3,5,18,--,--,2,2,15,28,24,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,145,108,2,80,13,68,--,12,90%,96%,108,57,11,48,37,6,--,--,--,--,35,21,2,19,8,--,--,--,--,--,2,2,--,2,--,--,68,66,18,3,12,8,--,--,--,--,--,75,42,60,10,55,37,6,--,--,--,--,14,16,24,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Centre for Continuing Secondary Education,Kingston,75,4,--,28,5,--,--,47,37%,80%,4,4,1,3,4,2,--,--,--,1,71,24,4,15,6,1,--,1,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston College,Kingston,73,73,--,73,14,20,--,0,100%,100%,73,73,14,57,50,10,--,--,1,--,,,,,,,,,,,,,,,,,20,20,20,3,18,7,3,--,--,1,--,53,53,53,11,39,43,7,--,--,--,--,0,7,1,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,356,329,4,205,37,150,--,3,97%,98%,329,187,34,82,179,120,--,--,7,42,23,16,2,5,15,4,--,--,--,1,4,2,1,1,1,--,150,146,8,3,3,3,2,--,--,7,--,202,183,195,33,84,191,122,--,--,--,43,20,33,54,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,17,16,--,10,2,7,--,0,94%,75%,16,10,2,8,--,2,--,--,--,--,,,,,,,,,,,,,,,,,7,6,5,--,5,--,--,--,--,--,--,10,10,5,2,3,--,2,--,--,--,--,1,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,104,80,6,82,19,40,--,6,90%,87%,80,68,17,42,46,23,--,--,1,2,18,9,2,3,6,1,--,--,--,--,6,5,--,5,1,--,40,36,25,4,17,6,6,--,--,1,--,58,44,52,15,28,46,18,--,--,--,2,3,8,9,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Christian School,Norman Gardens,12,8,2,1,1,8,--,2,67%,75%,8,1,1,--,--,--,--,--,--,1,,,,,,,,,,,,,,,,,8,8,1,1,--,--,--,--,--,--,1,,,,,,,,,,,,0,1,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,54,45,--,27,4,30,--,4,89%,89%,45,24,3,2,12,12,2,--,1,--,9,3,1,1,--,--,1,--,--,--,,,,,,,30,28,13,2,1,9,3,2,--,1,--,24,17,14,2,2,3,9,1,--,--,--,4,9,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockhart State School,Lockhart,1,--,--,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,177,163,12,115,27,60,--,1,95%,95%,163,109,27,81,59,18,--,--,1,--,2,1,--,--,1,--,--,--,--,--,12,5,--,5,--,--,60,60,25,3,20,5,4,--,--,1,--,105,103,85,24,61,55,14,--,--,--,--,11,23,20,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,113,112,1,113,33,19,--,0,100%,94%,112,112,33,110,81,28,--,--,--,--,,,,,,,,,,,1,1,--,1,--,--,19,19,19,4,19,12,5,--,--,--,--,93,93,93,29,91,69,23,--,--,--,--,0,5,3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,34,34,--,32,9,13,--,0,100%,90%,34,32,9,7,31,1,--,--,--,2,,,,,,,,,,,,,,,,,13,13,11,1,1,11,1,--,--,--,--,21,21,21,8,6,20,--,--,--,--,2,1,3,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,140,138,--,33,4,123,--,0,99%,97%,138,32,4,--,5,28,--,--,1,3,2,1,--,--,--,1,--,--,--,--,,,,,,,123,122,18,3,--,3,15,--,--,1,1,17,16,15,1,--,2,14,--,--,--,2,34,31,27,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,196,188,--,28,7,165,--,3,97%,98%,188,26,7,2,20,8,--,--,--,1,8,2,--,--,2,--,--,--,--,--,,,,,,,165,161,10,2,1,7,2,--,--,--,--,31,27,18,5,1,15,6,--,--,--,1,37,57,50,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,71,71,--,71,20,32,--,0,100%,86%,71,71,20,65,47,7,--,--,4,--,,,,,,,,,,,,,,,,,32,32,32,5,32,11,1,--,--,4,--,39,39,39,15,33,36,6,--,--,--,--,3,8,9,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,68,66,2,68,21,14,--,0,100%,93%,66,66,21,64,58,19,--,--,--,--,,,,,,,,,,,2,2,--,2,2,--,14,14,14,--,14,9,--,--,--,--,--,52,52,52,21,50,49,19,--,--,--,--,0,4,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,280,274,--,273,29,147,--,0,100%,95%,274,267,29,256,10,48,--,--,9,1,6,6,--,6,4,--,--,--,--,--,,,,,,,147,147,144,9,141,2,13,--,--,7,1,133,127,129,20,121,12,35,--,--,2,--,30,43,43,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College,North Mackay,77,71,--,45,5,31,--,3,94%,95%,71,44,5,35,8,4,--,--,1,--,6,1,--,1,--,--,--,--,--,--,,,,,,,31,29,12,2,6,4,2,--,--,1,--,46,42,33,3,30,4,2,--,--,--,--,4,7,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay District Special School,Mackay,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay North State High School,North Mackay,240,227,4,146,11,106,--,2,97%,95%,227,141,10,115,81,32,--,--,--,--,9,5,1,4,2,--,--,--,--,--,,,,,,,106,102,24,1,15,8,5,--,--,--,--,130,125,122,10,104,75,27,--,--,--,--,18,31,37,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay State High School,Mackay,141,124,3,138,11,35,--,0,98%,88%,124,124,11,57,122,3,--,--,--,1,14,14,--,3,14,--,--,--,--,--,,,,,,,35,35,35,2,11,34,2,--,--,--,--,103,89,103,9,49,102,1,--,--,--,1,6,8,11,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie State Primary and Special School,Mackenzie,12,--,12,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malanda State High School,Malanda,41,39,2,41,5,18,--,0,100%,94%,39,39,5,34,29,4,--,--,--,--,,,,,,,,,,,2,2,--,2,--,--,18,18,18,1,18,9,1,--,--,--,--,21,21,21,4,16,20,3,--,--,--,--,5,7,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maleny State High School,Maleny,122,92,1,96,10,66,--,13,89%,98%,92,80,8,67,36,20,--,--,2,--,29,15,2,9,8,1,--,--,--,--,1,1,--,1,--,--,66,60,55,2,52,14,10,--,--,2,--,55,32,40,8,24,30,11,--,--,--,--,17,24,21,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield State High School,Mansfield,321,313,--,256,11,265,--,0,100%,98%,313,249,10,243,17,15,--,--,7,--,8,7,1,7,--,--,--,--,--,--,,,,,,,265,261,210,8,206,5,10,--,--,7,--,56,52,46,3,44,12,5,--,--,--,--,67,88,80,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
