School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Calvary Christian College,Mount Louisa,49,41,1,16,4,31,--,3,86%,100%,41,15,3,1,10,3,1,--,--,2,,,,,,,,,,,1,1,1,--,--,--,31,27,6,1,--,4,1,1,--,--,1,17,14,9,2,1,6,2,--,--,--,1,6,9,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,128,128,--,12,6,125,--,0,100%,100%,128,12,6,2,1,6,--,--,3,--,,,,,,,,,,,,,,,,,125,125,9,4,1,1,5,--,--,3,--,3,3,3,2,1,--,1,--,--,--,--,47,52,24,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,134,133,--,82,9,97,--,0,100%,98%,133,81,9,47,26,44,--,8,32,8,1,1,--,1,--,--,--,--,--,--,,,,,,,97,97,47,1,29,6,21,--,3,30,3,37,36,35,8,19,20,23,--,5,2,5,27,25,21,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,80,75,4,79,16,24,--,0,100%,92%,75,74,11,24,73,12,--,--,--,--,1,1,1,1,1,--,--,--,--,--,4,4,4,2,4,1,24,24,24,1,9,24,--,--,--,--,--,52,51,51,11,16,50,12,--,--,--,--,5,7,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,24,24,--,24,3,8,--,0,100%,100%,24,24,3,23,24,--,--,--,--,--,,,,,,,,,,,,,,,,,8,8,8,--,7,8,--,--,--,--,--,16,16,16,3,16,16,--,--,--,--,--,0,3,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,35,11,1,18,6,--,--,16,51%,--,11,11,3,6,10,6,--,--,--,1,23,7,3,4,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,18,9,--,18,4,--,--,0,100%,100%,9,9,2,7,9,--,--,--,--,1,9,9,2,8,5,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,18,15,--,18,3,--,--,0,100%,50%,15,15,3,8,15,1,--,--,--,1,3,3,--,--,3,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,171,168,--,91,16,92,--,0,100%,100%,168,88,15,32,59,67,1,--,2,10,3,3,1,2,2,--,--,--,--,--,,,,,,,92,92,13,2,1,3,9,--,--,2,1,79,76,78,14,33,58,58,1,--,--,9,11,28,36,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,211,210,1,103,22,117,--,0,100%,97%,210,102,22,4,80,49,2,--,38,--,,,,,,,,,,,1,1,--,1,--,--,117,117,21,12,--,10,9,--,--,36,--,93,93,81,10,4,70,40,2,--,2,--,23,47,30,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,231,214,2,136,55,113,--,1,97%,96%,214,126,48,97,106,31,1,--,12,3,15,10,7,9,6,--,--,--,--,--,,,,,,,113,109,27,9,13,15,8,--,--,12,--,116,105,109,46,93,97,23,1,--,--,3,29,27,40,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,193,191,1,191,21,106,--,0,100%,99%,191,189,21,182,68,37,7,19,3,31,1,1,--,1,--,--,--,1,--,1,1,1,--,1,1,--,106,105,104,3,101,9,9,3,8,3,11,86,86,86,18,82,59,28,4,12,--,21,16,38,34,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland Christian College,Berserker,4,2,--,1,1,2,--,1,50%,100%,2,1,1,--,1,--,--,--,2,--,,,,,,,,,,,,,,,,,2,1,1,1,--,1,--,--,--,1,--,2,1,--,--,--,--,--,--,--,1,--,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,272,264,2,268,52,107,--,0,100%,97%,264,260,48,143,138,138,6,1,36,1,6,6,3,3,1,3,--,--,--,--,2,2,1,2,2,--,107,107,105,7,85,19,8,--,--,25,--,163,157,161,44,61,120,133,6,1,11,1,25,42,33,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,87,81,--,42,5,67,--,1,98%,96%,81,38,5,11,18,22,--,--,--,1,6,4,--,4,--,--,--,--,--,--,,,,,,,67,65,23,2,2,10,11,--,--,--,--,20,16,19,3,13,8,11,--,--,--,1,11,21,21,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,35,35,--,34,10,14,--,0,100%,92%,35,34,10,32,7,7,2,--,--,--,,,,,,,,,,,,,,,,,14,14,14,2,14,--,2,--,--,--,--,21,21,20,8,18,7,5,2,--,--,--,4,1,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,22,8,3,16,--,1,--,4,73%,75%,8,8,--,7,8,2,--,--,--,1,11,7,--,3,3,1,2,--,1,2,3,1,--,1,--,--,1,1,1,--,1,1,--,--,--,--,--,18,7,14,--,9,10,3,2,--,1,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,55,51,4,52,3,9,--,0,98%,100%,51,49,3,11,49,1,--,2,--,31,,,,,,,,,,,4,3,--,3,1,--,9,9,8,--,--,8,--,--,--,--,5,42,42,41,3,11,41,1,--,2,--,26,1,5,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,76,74,2,75,13,37,--,0,99%,96%,74,74,13,74,26,5,--,--,1,1,,,,,,,,,,,2,1,--,1,--,--,37,37,37,2,37,1,1,--,--,1,1,37,37,37,11,37,25,4,--,--,--,--,7,12,10,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,137,128,--,119,33,72,--,2,98%,87%,128,113,32,69,63,55,--,--,1,4,9,6,1,1,4,1,--,--,--,--,,,,,,,72,70,56,10,40,14,13,--,--,1,1,65,58,63,23,30,53,43,--,--,--,3,12,18,14,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,52,44,--,14,8,47,--,0,88%,92%,44,12,7,1,3,5,--,--,9,--,8,2,1,--,--,1,--,--,--,--,,,,,,,47,41,9,5,1,1,4,--,--,9,--,5,3,5,3,--,2,2,--,--,--,--,10,11,15,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,120,116,--,35,10,101,--,0,99%,95%,116,32,10,--,20,13,--,16,4,16,4,3,--,1,3,--,--,--,--,--,,,,,,,101,99,16,4,--,10,5,--,4,4,4,19,17,19,6,1,13,8,--,12,--,12,23,39,24,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,224,211,1,83,30,150,--,3,96%,99%,211,78,28,18,40,57,1,--,1,--,12,4,1,2,2,1,--,--,--,--,1,1,1,--,--,--,150,144,20,8,--,5,11,--,--,1,--,73,67,62,21,20,37,47,1,--,--,--,21,48,56,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,11,--,11,8,2,--,--,0,73%,--,,,,,,,,,,,,,,,,,,,,,11,8,2,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,78,78,--,25,2,54,--,0,100%,99%,78,25,2,--,2,19,9,8,1,8,,,,,,,,,,,,,,,,,54,54,1,--,--,1,--,--,--,1,--,24,24,24,2,--,1,19,9,8,--,8,10,23,15,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,32,32,--,32,3,13,--,0,100%,100%,32,32,3,30,23,1,--,--,--,--,,,,,,,,,,,,,,,,,13,13,13,--,12,6,--,--,--,--,--,19,19,19,3,18,17,1,--,--,--,--,2,2,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,266,261,--,183,56,141,--,0,99%,98%,261,180,56,125,46,49,4,1,6,3,5,3,--,2,1,--,--,--,1,--,,,,,,,141,138,71,15,53,10,10,--,--,7,--,125,123,112,41,74,37,39,4,1,--,3,23,40,43,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Education and Training Centre,Belgian Gardens,1,--,--,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,19,--,18,3,--,--,--,1,16%,--,,,,,,,,,,,,,,,,,,,,,18,3,--,3,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,34,33,1,33,8,11,--,0,100%,100%,33,32,8,30,13,6,--,--,--,--,,,,,,,,,,,1,1,--,1,--,--,11,11,10,--,10,4,--,--,--,--,--,22,22,22,8,20,9,6,--,--,--,--,1,4,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,19,17,2,16,3,3,--,0,95%,100%,17,15,3,10,12,2,--,--,--,--,,,,,,,,,,,2,1,--,1,--,--,3,3,2,--,2,1,--,--,--,--,--,14,14,13,3,8,11,2,--,--,--,--,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,143,142,--,134,21,30,--,1,99%,96%,142,134,21,122,53,30,--,10,8,10,,,,,,,,,,,,,,,,,30,30,28,3,27,1,4,--,2,3,2,113,112,106,18,95,52,26,--,8,5,8,3,9,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,22,18,--,20,8,6,--,2,91%,100%,18,18,7,8,16,2,--,--,--,--,4,2,1,--,2,--,--,--,--,--,,,,,,,6,6,6,2,5,4,1,--,--,--,--,16,12,14,6,3,14,1,--,--,--,--,0,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College (Mount Carmel Campus),Charters Towers,33,32,--,19,1,12,--,0,100%,100%,32,18,1,7,14,--,--,--,--,12,1,1,--,--,1,--,--,--,--,--,,,,,,,12,12,3,--,--,3,--,--,--,--,6,21,20,16,1,7,12,--,--,--,--,6,0,4,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,54,51,--,30,12,36,--,0,100%,88%,51,27,9,18,6,8,--,--,--,1,3,3,3,1,1,--,--,--,--,--,,,,,,,36,35,17,4,13,2,4,--,--,--,--,18,16,13,8,6,5,4,--,--,--,1,9,8,12,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,23,22,--,22,6,6,--,0,100%,100%,22,21,6,14,17,10,--,--,1,--,1,1,--,1,1,--,--,--,--,--,,,,,,,6,6,6,--,5,2,2,--,--,1,--,17,16,16,6,10,16,8,--,--,--,--,0,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,24,23,--,12,3,18,--,0,100%,100%,23,11,2,--,10,2,--,--,3,--,1,1,1,--,1,--,--,--,--,--,,,,,,,18,18,6,2,--,5,1,--,--,3,--,6,5,6,1,--,6,1,--,--,--,--,10,1,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,14,12,--,4,3,14,--,0,93%,100%,12,3,2,--,--,2,--,--,2,--,2,1,1,--,--,--,--,--,--,--,,,,,,,14,12,4,3,--,--,2,--,--,2,--,,,,,,,,,,,,1,1,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,116,109,--,82,32,67,--,1,97%,97%,109,78,31,41,42,32,7,--,3,2,7,4,1,2,2,2,--,--,--,1,,,,,,,67,64,35,15,16,8,11,5,--,2,--,49,45,47,17,27,36,23,2,--,1,3,13,17,21,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,183,180,--,139,30,62,--,0,100%,90%,180,136,29,109,81,56,2,--,17,11,3,3,1,2,--,--,--,--,1,--,,,,,,,62,61,24,4,17,7,5,2,--,18,--,121,119,115,26,94,74,51,--,--,--,11,11,7,20,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,87,86,--,12,1,78,--,0,99%,95%,86,12,1,5,5,9,--,2,1,2,,,,,,,,,,,,,,,,,78,77,6,1,2,2,4,--,--,1,--,9,9,6,--,3,3,5,--,2,--,2,14,33,21,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,61,61,--,51,11,18,--,0,100%,94%,61,51,11,12,41,11,--,--,1,--,,,,,,,,,,,,,,,,,18,18,15,3,--,15,2,--,--,1,--,43,43,36,8,12,26,9,--,--,--,--,2,6,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,291,286,5,289,14,136,--,0,99%,99%,286,286,14,189,286,57,24,--,1,13,,,,,,,,,,,5,3,--,3,3,--,136,136,136,1,52,136,3,1,--,1,1,150,150,150,13,137,150,54,23,--,--,12,16,43,37,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,149,140,1,79,17,79,--,0,98%,96%,140,73,15,53,30,17,1,--,10,1,8,5,2,1,4,--,--,--,--,--,1,1,--,1,1,--,79,75,21,3,18,1,3,--,--,10,--,69,65,57,14,36,33,14,1,--,--,1,15,13,28,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,9,9,--,9,1,--,--,0,100%,50%,9,9,1,6,9,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,10,--,10,1,--,--,--,0,10%,--,,,,,,,,,,,,,,,,,,,,,10,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,8,--,8,1,--,--,--,0,13%,--,,,,,,,,,,,,,,,,,,,,,8,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,152,147,--,148,15,46,--,0,100%,98%,147,143,15,131,61,35,--,--,--,--,5,5,--,5,1,--,--,--,--,--,,,,,,,46,46,42,1,41,6,5,--,--,--,--,106,101,106,14,95,56,30,--,--,--,--,4,13,16,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,16,14,--,10,4,7,--,1,88%,100%,14,10,4,--,8,1,--,--,--,--,,,,,,,,,,,,,,,,,7,6,3,2,--,2,--,--,--,--,--,9,8,7,2,--,6,1,--,--,--,--,0,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,149,136,2,81,18,74,--,5,95%,95%,136,76,15,44,51,8,--,--,1,1,11,5,3,3,3,--,--,--,--,--,,,,,,,74,73,20,3,6,12,3,--,--,1,--,73,63,61,15,41,42,5,--,--,--,1,13,21,28,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,12,9,--,5,1,5,--,1,92%,50%,9,3,--,1,1,1,--,--,--,1,3,2,1,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,7,4,5,1,2,1,1,--,--,--,1,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,15,--,15,5,--,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,15,5,--,5,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,25,5,--,14,7,--,--,11,56%,60%,5,5,3,2,2,3,--,--,2,--,20,9,4,5,4,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,104,102,2,103,11,20,--,0,100%,96%,102,101,10,78,79,61,--,--,6,--,,,,,,,,,,,2,2,1,1,1,--,20,20,19,1,17,5,6,--,--,6,--,82,82,82,9,61,74,55,--,--,--,--,2,6,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,18,16,--,16,--,--,--,2,89%,100%,16,16,--,2,16,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,130,127,--,41,15,101,--,0,100%,97%,127,38,14,31,14,8,--,--,1,3,3,3,1,2,1,--,--,--,--,--,,,,,,,101,101,16,4,12,3,3,--,--,1,--,29,26,25,11,21,12,5,--,--,--,3,27,25,25,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,15,14,1,14,4,1,--,0,93%,100%,14,14,4,13,14,3,--,--,--,--,,,,,,,,,,,,,,,,,1,1,1,--,1,1,--,--,--,--,--,13,13,13,4,12,13,3,--,--,--,--,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning College,Eagleby,103,16,--,53,12,--,--,49,52%,100%,16,15,6,6,8,12,1,2,1,2,87,38,6,24,10,6,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,49,46,1,47,4,23,--,0,100%,96%,46,44,4,43,19,5,--,--,5,--,2,2,--,2,--,--,--,--,--,--,1,1,--,1,--,--,23,22,22,1,22,2,1,--,--,4,--,25,24,24,3,23,17,4,--,--,1,--,0,5,3,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,8,5,2,3,2,1,--,0,88%,100%,5,1,1,1,--,--,--,--,--,--,1,1,1,--,--,1,--,--,--,--,2,1,--,1,1,--,,,,,,,,,,,,5,4,2,2,1,--,1,--,--,--,--,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,119,113,2,88,43,56,--,1,97%,96%,113,85,43,48,46,44,--,2,19,17,4,3,--,3,--,--,--,--,--,--,,,,,,,56,56,31,14,14,15,15,--,1,18,4,61,57,57,29,37,31,29,--,1,1,13,6,13,22,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Christian College,Emerald,11,5,1,3,3,7,--,2,64%,100%,5,1,1,--,--,--,--,--,--,--,5,1,1,--,--,--,--,--,--,--,1,1,1,--,--,--,7,4,1,1,--,--,--,--,--,--,--,3,1,1,1,--,--,--,--,--,--,--,0,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,106,106,--,103,14,43,--,0,100%,89%,106,103,14,68,99,24,--,--,1,--,,,,,,,,,,,,,,,,,43,43,40,1,25,40,2,--,--,--,--,63,63,63,13,43,59,22,--,--,1,--,8,14,11,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,121,119,--,36,18,109,--,1,98%,93%,119,36,18,1,11,21,--,8,13,8,,,,,,,,,,,,,,,,,109,108,25,12,--,9,14,--,4,13,4,12,11,11,6,1,2,7,--,4,--,4,31,36,29,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,64,61,--,60,20,34,--,0,100%,88%,61,57,20,50,14,35,1,--,1,--,3,3,--,3,1,--,--,--,--,--,,,,,,,34,33,30,15,28,4,15,1,--,1,--,30,28,30,5,25,11,20,--,--,--,--,5,5,11,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,225,208,--,70,10,142,--,8,94%,98%,208,67,9,4,7,54,1,--,3,15,17,3,1,--,1,2,--,--,--,--,,,,,,,142,135,35,5,2,1,31,--,--,3,6,83,73,35,5,2,7,25,1,--,--,9,14,39,44,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,44,37,2,38,13,7,--,1,95%,91%,37,33,13,11,23,13,--,--,1,--,5,4,--,1,3,--,--,--,--,--,2,1,--,1,1,--,7,7,3,1,--,--,2,--,--,1,--,35,30,34,12,12,26,11,--,--,--,--,0,3,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,98,95,1,42,35,82,--,1,98%,99%,95,41,34,3,2,35,1,1,9,3,,,,,,,,,,,1,1,1,--,--,--,82,81,28,24,3,--,23,--,--,9,--,15,14,13,10,--,2,12,1,1,--,3,25,34,18,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Christian School of Distance Education,Karawatha,18,--,--,7,3,--,--,11,39%,80%,,,,,,,,,,,18,7,3,--,4,2,--,--,4,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,87,82,--,46,9,55,--,2,97%,87%,82,44,8,20,23,21,--,--,1,--,5,2,1,1,1,--,--,--,--,--,,,,,,,55,54,16,3,5,5,6,--,--,1,--,32,28,30,6,16,19,15,--,--,--,--,7,4,17,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,79,76,--,35,9,51,--,2,97%,100%,76,34,9,2,15,22,--,--,--,--,3,1,--,1,--,1,--,--,--,--,,,,,,,51,51,10,3,1,4,5,--,--,--,--,28,25,25,6,2,11,18,--,--,--,--,3,20,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,241,237,1,136,73,154,--,2,99%,97%,237,134,73,12,48,80,--,--,1,8,3,1,--,--,1,--,--,--,--,--,1,1,--,1,--,--,154,154,61,45,--,12,49,--,--,1,2,86,83,74,28,12,37,31,--,--,--,6,32,49,50,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,128,123,5,128,23,39,--,0,100%,100%,123,123,23,121,100,17,--,--,1,2,,,,,,,,,,,5,5,--,5,4,--,39,39,39,3,39,18,2,--,--,1,--,84,84,84,20,82,82,15,--,--,--,2,3,11,10,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,213,210,3,171,42,51,--,0,100%,92%,210,168,42,44,128,21,--,12,4,12,,,,,,,,,,,3,3,--,2,1,--,51,51,21,8,13,1,5,--,--,4,--,159,159,147,34,31,127,16,--,12,--,12,8,18,17,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,51,48,--,6,4,47,--,0,94%,94%,48,6,4,1,1,3,--,--,1,--,,,,,,,,,,,,,,,,,47,44,5,3,1,1,2,--,--,1,--,4,4,1,1,--,--,1,--,--,--,--,8,12,17,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,27,21,1,20,3,16,--,0,93%,100%,21,16,2,12,2,5,1,--,--,1,5,3,--,2,2,--,--,--,--,--,1,1,1,--,--,--,16,14,9,--,9,--,--,--,--,--,--,10,7,10,2,5,4,5,1,--,--,1,1,5,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,87,85,--,22,6,73,--,0,98%,98%,85,22,6,5,5,12,--,1,--,1,,,,,,,,,,,,,,,,,73,71,10,4,2,4,5,--,--,--,--,14,14,12,2,3,1,7,--,1,--,1,18,18,20,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,49,48,1,46,11,26,--,0,100%,96%,48,45,11,36,14,34,--,2,--,2,,,,,,,,,,,1,1,--,1,--,--,26,26,23,3,15,4,19,--,--,--,--,22,22,22,8,21,10,15,--,2,--,2,7,13,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,71,68,3,55,11,32,--,0,99%,100%,68,53,9,36,39,2,--,--,--,1,,,,,,,,,,,3,2,2,1,2,--,32,32,17,--,14,6,--,--,--,--,--,36,36,36,9,22,33,2,--,--,--,1,10,3,13,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,220,216,4,136,16,83,--,0,98%,90%,216,136,16,90,135,4,--,--,2,--,,,,,,,,,,,,,,,,,83,83,8,1,4,7,--,--,--,2,--,133,133,128,15,86,128,4,--,--,--,--,10,22,22,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasshouse Christian College,Beerwah,57,51,--,15,10,39,--,3,93%,96%,51,13,9,1,3,10,--,--,8,--,6,2,1,1,--,--,--,--,--,--,,,,,,,39,37,9,7,1,2,6,--,--,6,--,18,14,6,3,1,1,4,--,--,2,--,4,11,16,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,82,82,--,77,9,15,--,0,100%,100%,82,77,9,55,64,7,--,--,2,--,,,,,,,,,,,,,,,,,15,15,12,3,8,7,3,--,--,2,--,67,67,65,6,47,57,4,--,--,--,--,2,3,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,3,3,--,3,1,--,--,0,100%,--,3,3,1,3,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
