School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Glasshouse Christian College,Beerwah,24,18,1,15,7,12,--,1,96%,83%,18,10,3,3,1,7,1,--,2,--,5,4,4,4,2,--,--,--,--,--,1,1,--,1,--,--,12,12,4,1,1,--,3,--,--,2,--,11,6,10,6,6,3,4,1,--,--,--,4,2,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,70,33,--,65,18,13,--,0,100%,71%,33,28,8,19,23,6,--,--,--,1,37,37,10,33,18,--,--,--,--,1,,,,,,,13,9,9,1,3,6,--,--,--,--,1,57,24,56,17,49,35,6,--,--,--,1,1,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,10,7,--,9,4,1,--,1,90%,100%,7,7,3,3,4,--,--,--,--,--,3,2,1,--,1,--,--,--,--,--,,,,,,,1,1,1,1,--,1,--,--,--,--,--,9,6,8,3,3,4,--,--,--,--,--,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,86,48,3,69,9,32,--,10,84%,100%,48,45,6,37,12,1,--,--,1,4,35,23,3,19,3,--,--,--,--,1,3,1,--,1,--,--,32,26,28,2,24,6,--,--,--,1,2,51,22,40,7,32,9,1,--,--,--,3,8,6,11,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,95,83,--,58,13,51,--,3,95%,96%,83,51,11,10,35,14,--,--,--,1,12,7,2,--,1,5,--,--,--,--,,,,,,,51,48,24,4,--,22,5,--,--,--,1,44,35,34,9,10,14,14,--,--,--,--,9,13,13,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,30,24,--,9,7,18,--,2,87%,92%,24,7,6,2,1,2,--,--,--,1,6,2,1,2,--,--,--,--,--,1,,,,,,,18,16,3,3,--,--,2,--,--,--,1,12,8,6,4,4,1,--,--,--,--,1,0,5,7,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,76,62,--,14,11,68,--,3,86%,92%,62,11,8,--,7,--,--,--,3,1,14,3,3,--,--,--,--,--,--,1,,,,,,,68,59,10,7,--,6,--,--,--,3,--,8,3,4,4,--,1,--,--,--,--,2,10,20,19,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,9,--,8,1,--,--,--,1,11%,--,,,,,,,,,,,,,,,,,,,,,8,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,75,61,--,65,18,37,--,2,95%,88%,61,55,16,49,43,2,--,--,1,2,14,10,2,8,6,--,--,--,--,1,,,,,,,37,35,30,3,30,21,1,--,--,1,2,38,26,35,15,27,28,1,--,--,--,1,3,10,11,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,87,62,--,50,9,34,--,7,86%,100%,62,37,5,17,25,4,--,1,--,1,25,13,4,3,8,2,--,--,--,1,,,,,,,34,29,9,--,--,8,--,--,1,--,1,53,33,41,9,20,25,6,--,--,--,1,5,7,11,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,239,226,--,95,20,198,--,8,95%,96%,226,93,19,6,68,23,1,--,2,14,13,2,1,--,2,--,--,--,--,2,,,,,,,198,194,71,9,--,57,14,--,--,2,12,41,32,24,11,6,13,9,1,--,--,4,46,52,47,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,56,37,--,49,8,24,--,5,91%,92%,37,35,4,8,34,3,--,--,--,4,19,14,4,2,10,4,--,--,1,4,,,,,,,24,22,22,--,2,22,1,--,--,--,--,32,15,27,8,8,22,6,--,--,1,8,5,3,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,186,130,--,111,36,73,--,22,87%,96%,130,80,29,48,56,13,--,--,1,4,56,31,7,20,12,6,--,--,--,1,,,,,,,73,67,29,13,11,20,9,--,--,1,2,113,63,82,23,57,48,10,--,--,--,3,9,22,23,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,269,177,5,189,53,114,--,11,92%,91%,177,119,32,83,73,18,1,--,7,6,87,68,20,59,15,4,--,--,--,2,5,2,1,1,--,--,114,97,50,12,24,31,4,--,--,7,2,150,80,137,40,118,57,18,1,--,--,6,15,28,34,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Heatley,68,19,--,38,7,32,--,16,63%,86%,19,14,4,2,10,3,--,--,--,1,49,24,3,8,18,1,--,--,--,3,,,,,,,32,17,18,5,4,13,4,--,--,--,2,36,2,20,2,6,15,--,--,--,--,2,1,7,5,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,44,27,1,9,3,30,--,7,68%,93%,27,6,1,--,5,--,--,--,2,1,16,3,2,--,2,1,--,--,1,--,,,,,,,30,24,4,--,--,4,--,--,--,2,--,13,3,5,3,--,3,1,--,--,1,1,10,7,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Helensvale State High School,Helensvale,293,217,--,253,46,109,--,5,95%,86%,217,192,38,164,124,37,3,--,7,13,76,61,8,58,18,--,--,2,--,9,,,,,,,109,94,74,5,59,43,3,2,--,7,5,184,123,179,41,163,99,34,1,2,--,17,14,26,34,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Senior College,Hervey Bay,35,13,--,18,1,4,--,13,60%,100%,13,10,1,2,9,7,--,--,--,--,22,8,--,2,4,3,--,--,--,1,,,,,,,4,2,2,--,--,1,1,--,--,--,--,31,11,16,1,4,12,9,--,--,--,1,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,4,--,4,1,--,--,--,0,25%,--,,,,,,,,,,,,,,,,,,,,,4,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,98,59,--,64,4,44,--,6,88%,96%,59,37,3,23,33,2,1,--,1,3,39,27,1,25,14,1,--,--,--,1,,,,,,,44,35,16,--,2,13,3,1,--,--,4,54,24,48,4,46,34,--,--,--,1,--,5,10,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,114,109,--,1,--,114,--,0,96%,99%,109,1,--,--,1,--,--,--,--,9,5,--,--,--,--,--,--,--,--,1,,,,,,,114,109,1,--,--,1,--,--,--,--,10,,,,,,,,,,,,27,43,31,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,59,40,--,13,7,26,--,17,69%,93%,40,12,6,--,7,4,--,--,--,2,19,1,1,--,--,1,--,--,1,2,,,,,,,26,25,4,1,--,3,--,--,--,--,2,33,15,9,6,--,4,5,--,--,1,2,5,10,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,18,13,--,1,--,17,--,1,72%,85%,13,1,--,--,--,1,--,--,1,--,,,,,,,,,,,,,,,,,17,13,1,--,--,--,1,--,--,1,--,,,,,,,,,,,,1,5,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,72,56,--,70,6,49,--,1,99%,82%,56,55,4,55,7,5,1,--,1,9,16,15,2,15,1,1,--,--,--,2,,,,,,,49,43,48,3,48,7,2,--,--,1,6,23,13,22,3,22,1,4,1,--,--,5,6,17,9,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,101,89,1,64,9,66,--,4,93%,93%,89,59,9,28,40,5,--,--,--,3,11,5,--,4,1,--,--,--,--,1,,,,,,,66,63,35,2,4,32,1,--,--,--,2,34,26,29,7,28,9,4,--,--,--,2,13,14,25,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,37,29,1,25,7,17,--,1,95%,100%,29,19,5,7,14,1,--,--,--,--,7,6,2,3,1,--,--,--,--,--,,,,,,,17,17,8,1,2,6,--,--,--,--,--,19,12,17,6,8,9,1,--,--,--,--,3,9,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,16,15,--,13,6,3,--,0,100%,100%,15,12,5,10,6,--,--,--,--,4,1,1,1,1,--,--,--,--,--,--,,,,,,,3,3,--,--,--,--,--,--,--,--,1,13,12,13,6,11,6,--,--,--,--,3,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,132,111,--,95,19,73,--,3,92%,95%,111,84,17,57,74,2,1,--,--,2,21,11,2,10,6,1,--,--,--,--,,,,,,,73,66,39,4,13,33,1,--,--,--,--,59,45,56,15,54,47,2,1,--,--,2,10,17,26,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,83,74,--,37,12,73,--,4,92%,97%,74,35,12,--,27,5,--,--,1,1,9,2,--,--,--,2,--,--,1,--,,,,,,,73,70,32,11,--,26,3,--,--,2,1,10,4,5,1,--,1,4,--,--,--,--,13,24,16,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,144,85,1,32,7,112,4,16,65%,91%,85,25,6,3,11,13,--,2,1,7,58,7,1,6,1,--,--,--,--,10,,,,,,,112,78,23,5,1,12,12,--,2,1,15,27,5,9,2,8,--,1,--,--,--,2,23,30,16,26,17,4,2,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,2,1,1
Ingham State High School,Ingham,87,67,2,83,25,48,--,2,97%,88%,67,66,19,65,32,5,--,--,--,1,18,16,6,16,5,1,--,--,--,--,2,1,--,1,--,--,48,46,47,11,46,19,3,--,--,--,--,37,21,35,14,35,18,3,--,--,--,1,10,15,13,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail Inclusive Education Centre,Innisfail,1,--,--,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,113,78,1,58,17,36,--,20,80%,94%,78,46,13,1,34,10,--,--,--,--,34,12,4,2,8,--,--,--,--,--,,,,,,,36,34,10,5,--,6,3,--,--,--,--,76,44,48,12,3,36,7,--,--,--,--,7,9,14,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,153,150,--,43,8,110,--,3,98%,97%,150,43,8,1,19,23,2,--,1,11,,,,,,,,,,,,,,,,,110,110,25,1,--,16,12,2,--,1,7,43,40,18,7,1,3,11,--,--,--,4,18,29,49,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,100,94,--,48,4,87,--,1,97%,92%,94,45,2,3,42,5,--,--,2,11,6,3,2,2,2,--,--,--,--,--,,,,,,,87,85,39,1,2,38,3,--,--,2,7,13,9,9,3,3,6,2,--,--,--,4,20,23,23,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,138,120,--,28,13,118,--,3,91%,94%,120,22,10,1,14,5,--,--,8,5,18,6,3,--,3,1,--,--,--,5,,,,,,,118,107,13,8,--,7,5,--,--,8,8,20,13,15,5,1,10,1,--,--,--,2,28,40,29,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,14,--,14,1,--,--,--,0,7%,--,,,,,,,,,,,,,,,,,,,,,14,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,154,82,--,126,24,52,--,24,84%,80%,82,79,18,78,29,8,--,--,1,8,72,47,6,45,5,1,--,--,--,1,,,,,,,52,41,48,6,48,21,3,--,--,1,5,102,41,78,18,75,13,6,--,--,--,4,5,5,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,68,54,1,48,7,29,--,2,96%,93%,54,37,6,14,33,6,--,--,--,3,13,10,1,4,7,1,--,--,--,--,1,1,--,1,--,--,29,28,13,2,2,12,1,--,--,--,1,38,26,34,5,16,28,6,--,--,--,2,2,9,13,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,13,12,--,--,--,13,--,0,92%,92%,,,,,,,,,,,1,--,--,--,--,--,--,--,--,1,,,,,,,13,12,--,--,--,--,--,--,--,--,1,,,,,,,,,,,,3,2,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,141,134,1,103,20,80,--,0,99%,83%,134,98,20,26,89,10,--,--,--,7,6,4,--,--,4,--,--,--,--,--,1,1,--,--,1,--,80,78,43,8,8,35,5,--,--,--,7,60,56,59,12,18,58,5,--,--,--,--,14,18,16,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,190,171,--,133,22,112,11,5,95%,93%,171,126,19,38,105,26,5,5,2,17,19,7,3,1,5,1,--,--,--,3,,,,,,,112,106,73,8,22,60,9,1,--,1,4,62,54,50,14,17,40,17,4,5,1,16,22,28,34,22,6,11,8,6,--,--,6,1,--,--,--,--,5,3,4,--,--,4,--,--,--,--,--,0,2,4,5
Kawana Waters State College,Bokarina,152,116,--,117,20,77,--,8,94%,91%,116,90,15,68,75,1,--,--,3,7,36,27,5,19,16,--,--,--,--,3,,,,,,,77,69,54,7,35,45,--,--,--,3,4,75,47,63,13,52,46,1,--,--,--,6,8,25,23,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,169,126,1,60,7,114,--,14,81%,97%,126,49,2,36,37,6,--,--,1,11,42,11,5,5,6,1,--,--,--,7,,,,,,,114,93,24,1,14,18,2,--,--,1,9,54,33,36,6,27,25,5,--,--,--,9,25,33,24,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,106,60,--,83,9,30,--,3,92%,66%,60,45,8,30,19,2,2,--,2,5,46,38,1,32,5,2,--,--,--,2,,,,,,,30,23,11,4,2,6,--,2,--,2,1,76,37,72,5,60,18,4,--,--,--,6,4,3,10,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,218,180,--,81,48,122,--,13,91%,90%,180,63,34,15,32,25,3,--,7,9,38,18,14,4,8,2,--,--,--,2,,,,,,,122,109,29,12,6,14,7,--,--,4,7,96,71,52,36,13,26,20,3,--,3,4,17,40,37,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,265,224,1,92,15,229,--,1,94%,91%,224,68,9,35,57,13,1,--,8,20,40,24,6,11,17,4,--,--,--,3,,,,,,,229,204,59,5,26,46,11,--,--,8,18,35,20,33,10,20,28,6,1,--,--,5,45,58,66,51,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,167,97,3,98,16,67,--,25,80%,83%,97,62,9,24,46,5,--,--,1,4,67,34,6,16,16,--,--,--,--,2,3,2,1,1,--,--,67,53,27,4,7,21,--,--,--,1,4,97,44,69,11,33,41,5,--,--,--,2,7,14,20,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,42,21,--,38,11,16,--,2,93%,92%,21,20,6,20,13,2,--,--,--,--,21,18,5,18,10,--,--,--,--,--,,,,,,,16,13,14,4,14,6,1,--,--,--,--,26,8,24,7,24,17,1,--,--,--,--,1,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,68,57,--,6,2,42,--,9,87%,98%,57,4,--,--,--,4,--,--,--,4,11,2,2,--,--,--,--,--,--,--,,,,,,,42,42,2,--,--,--,2,--,--,--,--,26,15,4,2,--,--,2,--,--,--,4,7,16,14,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College,Reedy Creek,104,84,--,35,4,89,--,3,86%,94%,84,30,2,2,20,10,--,--,4,3,20,5,2,--,2,1,--,--,--,4,,,,,,,89,74,24,1,1,16,7,--,--,4,4,15,10,11,3,1,6,4,--,--,--,3,13,25,29,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,141,85,3,95,30,80,--,10,89%,98%,85,55,23,23,39,16,--,--,--,3,53,40,7,27,18,3,--,--,--,1,,,,,,,80,68,47,16,15,31,10,--,--,--,1,58,17,48,14,35,26,9,--,--,--,3,13,26,21,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston College,Kingston,67,47,--,67,10,24,--,0,100%,97%,47,47,6,47,6,4,--,--,--,4,20,20,4,20,--,1,--,--,--,--,,,,,,,24,19,24,1,24,1,2,--,--,--,--,43,28,43,9,43,5,3,--,--,--,4,2,1,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Learning Centre,Kingston,49,2,--,3,1,--,--,44,10%,--,,,,,,,,,,,47,3,1,2,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,282,214,--,196,46,140,--,7,94%,92%,214,144,38,98,125,22,--,--,11,5,68,52,8,47,26,3,--,--,--,2,,,,,,,140,124,61,17,11,52,7,--,--,11,4,142,90,135,29,134,99,18,--,--,--,3,25,26,37,33,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,8,--,8,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,18,5,1,4,3,5,--,7,50%,80%,,,,,,,,,,,12,4,3,2,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,12,1,4,3,2,--,--,--,--,--,--,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,101,67,1,81,19,36,--,10,88%,87%,67,59,17,38,47,1,--,--,--,4,33,21,2,14,7,--,--,--,--,1,1,1,--,1,1,--,36,29,29,8,17,21,--,--,--,--,4,64,38,51,11,35,33,1,--,--,--,1,3,13,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,15,9,1,8,5,11,--,0,73%,67%,9,6,5,1,2,5,--,--,--,--,5,2,--,1,1,--,--,--,--,1,,,,,,,11,7,5,3,2,2,3,--,--,--,--,3,2,3,2,--,1,2,--,--,--,1,0,0,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,111,106,4,108,12,61,--,0,97%,87%,106,106,12,106,32,2,1,--,--,1,1,1,--,1,--,--,--,--,--,1,4,1,--,1,--,--,61,61,61,7,61,22,1,--,--,--,1,46,45,46,5,46,10,1,1,--,--,1,8,15,17,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,10,--,10,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,78,47,1,78,9,18,--,0,100%,91%,47,47,5,46,29,4,--,--,--,8,30,30,4,29,14,1,--,--,--,--,1,1,--,1,--,--,18,14,18,2,17,5,--,--,--,--,1,59,33,59,7,58,38,5,--,--,--,7,0,2,3,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,28,12,1,26,9,5,--,1,96%,100%,12,11,4,11,5,--,--,--,--,--,15,14,5,11,5,--,--,--,--,--,1,1,--,1,--,--,5,4,4,1,4,2,--,--,--,--,--,22,8,21,8,18,8,--,--,--,--,--,0,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,140,137,--,17,10,129,--,0,99%,95%,137,16,9,--,8,2,--,--,2,11,3,1,1,--,--,--,--,--,--,1,,,,,,,129,126,10,5,--,5,--,--,--,2,10,11,11,7,5,--,3,2,--,--,--,2,26,41,38,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,169,152,--,37,14,152,--,6,91%,92%,152,35,12,2,29,2,--,--,1,8,17,2,2,--,1,1,--,--,--,1,,,,,,,152,142,32,10,1,26,3,--,--,1,7,17,10,5,4,1,4,--,--,--,--,2,23,44,51,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,93,57,--,60,10,37,--,4,86%,96%,57,37,6,32,26,5,--,--,--,2,36,23,4,18,18,1,--,--,--,5,,,,,,,37,24,10,3,6,8,2,--,--,--,3,56,33,50,7,44,36,4,--,--,--,4,3,11,7,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,95,55,5,92,24,16,--,0,99%,82%,55,53,14,53,41,8,--,--,--,2,35,35,10,33,20,3,2,--,--,1,5,4,--,4,1,--,16,13,14,1,13,7,1,--,--,--,--,74,42,74,23,73,54,10,2,--,--,3,0,2,2,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,278,215,--,250,17,187,--,9,95%,91%,215,202,13,201,18,2,1,--,4,22,63,48,4,45,3,--,--,--,--,18,,,,,,,187,159,171,4,170,11,1,--,--,4,21,91,56,79,13,76,10,1,1,--,--,19,26,35,51,46,29,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College,North Mackay,76,64,--,63,10,44,--,4,95%,94%,64,55,9,50,8,1,--,--,--,2,12,8,1,7,--,--,--,--,--,1,,,,,,,44,44,36,2,34,4,--,--,--,--,1,32,20,27,8,23,4,1,--,--,--,2,4,14,14,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay District Special School,Mackay,3,--,3,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay North State High School,North Mackay,207,156,4,98,19,116,--,10,86%,93%,156,76,14,28,56,19,2,--,--,7,47,22,5,11,10,2,--,--,--,2,,,,,,,116,97,42,4,7,34,7,1,--,--,6,87,59,56,15,32,32,14,1,--,--,3,25,25,39,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay State High School,Mackay,107,71,--,100,10,45,--,2,95%,90%,71,69,6,67,8,2,--,--,--,--,36,31,4,31,1,--,--,--,--,--,,,,,,,45,40,40,1,40,1,1,--,--,--,--,62,31,60,9,58,8,1,--,--,--,--,5,14,18,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie State Primary and Special School,Mackenzie,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malanda State High School,Malanda,48,36,--,39,9,22,--,1,96%,85%,36,29,8,7,27,9,--,--,--,--,12,10,1,4,8,--,--,--,--,--,,,,,,,22,19,14,--,4,11,6,--,--,--,--,26,17,25,9,7,24,3,--,--,--,--,6,2,3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Maleny State High School,Maleny,103,76,1,85,16,60,--,5,92%,90%,76,66,14,63,39,9,--,--,1,6,26,18,2,15,12,3,1,1,--,3,1,1,--,1,--,--,60,57,47,10,45,24,3,--,--,1,5,42,19,37,6,33,27,9,1,1,--,4,9,23,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield State High School,Mansfield,257,222,--,76,14,203,--,12,90%,94%,222,66,13,25,42,2,--,--,8,14,35,10,1,7,3,--,--,--,--,9,,,,,,,203,189,41,4,2,37,2,--,--,8,12,54,33,35,10,30,8,--,--,--,--,11,43,55,53,46,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareeba State High School,Mareeba,92,69,2,55,25,36,--,4,89%,84%,69,42,21,21,21,10,--,--,--,--,21,12,4,10,2,--,--,--,--,--,2,1,--,1,--,--,36,31,9,4,--,6,3,--,--,--,--,54,38,45,21,31,17,7,--,--,--,--,8,13,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Ashgrove,Ashgrove,234,213,--,49,9,186,--,4,93%,92%,213,45,9,40,38,2,--,--,--,7,21,4,--,4,2,--,--,--,--,1,,,,,,,186,173,5,1,2,3,--,--,--,--,7,48,40,44,8,42,37,2,--,--,--,1,44,61,40,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Emerald,Emerald,70,56,--,55,27,42,--,1,99%,76%,56,42,18,6,37,10,--,--,--,--,14,13,9,3,7,1,--,--,--,--,,,,,,,42,38,28,9,2,22,5,--,--,--,--,28,18,27,18,7,22,6,--,--,--,--,4,13,11,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroochydore State High School,Maroochydore,176,141,3,115,30,103,--,8,93%,92%,141,93,26,45,70,26,--,--,3,4,32,21,4,10,12,7,--,--,--,1,3,1,--,1,--,--,103,97,57,12,29,45,5,--,--,3,3,70,44,57,18,26,37,28,--,--,--,2,10,27,38,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,
